paragraph_id,subject,subject_cui,subject_type,relation,object,object_cui,object_type,rule_valid,gemini_verdict
56,negatively charged group,C0003075,"Element, Ion, or Isotope",PART_OF,amino acids,C0002520,"Amino Acid, Peptide, or Protein",False,True
56,positively charged group,C0007447,Chemical Viewed Structurally,PART_OF,amino acids,C0002520,"Amino Acid, Peptide, or Protein",False,True
56,α-carbon,C0007009,Pharmacologic Substance,PART_OF,amino acids,C0002520,"Amino Acid, Peptide, or Protein",False,True
58,acidic drugs,C0001128,Chemical,PRODUCES,h+,C0033727,"Element, Ion, or Isotope",False,True
58,h+,C0033727,"Element, Ion, or Isotope",PRODUCES,charged anion,C1706211,Organism Attribute,False,True
69,amino acid,C0002520,"Amino Acid, Peptide, or Protein",PERFORMS,buffers,C0006353,Pharmacologic Substance,False,True
69,protein,C0033684,"Amino Acid, Peptide, or Protein",CONTAINS,amino acid,C0002520,"Amino Acid, Peptide, or Protein",False,True
73,b. point b,C2924613,Body Location or Region,LOCATION_OF,buffering,C0006353,Pharmacologic Substance,False,True
76,lysine,C0024337,"Amino Acid, Peptide, or Protein",IS_A,amino acid,C0002520,"Amino Acid, Peptide, or Protein",False,True
80,peptide,C0030956,"Amino Acid, Peptide, or Protein",CONTAINS,secondary amino group,C0027627,Neoplastic Process,False,True
84,asp,C0004015,"Amino Acid, Peptide, or Protein",IS_A,aspartate,C0085845,"Amino Acid, Peptide, or Protein",False,True
84,proline,C0033382,"Amino Acid, Peptide, or Protein",CONTAINS,secondary amino group,C0027627,Neoplastic Process,False,True
85,child,C0008059,Age Group,EXHIBITS,metabolic acidosis,C0220981,Pathologic Function,False,True
89,peptide bonds,C0030956,"Amino Acid, Peptide, or Protein",CONNECTED_TO,amino acids,C0002520,"Amino Acid, Peptide, or Protein",False,True
91,genetic diseases,C0019247,Disease or Syndrome,CAUSES,proteins,C0033684,"Amino Acid, Peptide, or Protein",False,True
91,primary structure,C0002518,Amino Acid Sequence,DIAGNOSES,disease,C0012634,Disease or Syndrome,False,True
93,peptide bond,C0030956,"Amino Acid, Peptide, or Protein",CONNECTED_TO,amino acids,C0002520,"Amino Acid, Peptide, or Protein",False,True
93,peptide bond,C0030956,"Amino Acid, Peptide, or Protein",CONTAINS,α-carboxyl group,C0596260,Organic Chemical,False,True
93,peptide bond,C0030956,"Amino Acid, Peptide, or Protein",CONTAINS,αamino group,C0596072,Inorganic Chemical,False,True
99,peptide bond,C0678595,Natural Phenomenon or Process,INTERACTS_WITH,hydrogen bonds,C4759724,Natural Phenomenon or Process,False,True
111,keratins,C0010803,"Amino Acid, Peptide, or Protein",IS_A,fibrous proteins,C0036425,"Amino Acid, Peptide, or Protein",False,True
111,keratins,C0010803,"Amino Acid, Peptide, or Protein",PART_OF,tissues,C0040300,Tissue,False,True
111,muscles,C0026845,Tissue,LOCATION_OF,myoglobin,C0027078,"Amino Acid, Peptide, or Protein",False,True
115,α-helix,C0018882,Eukaryote,CONTAINS,amino acids,C0002520,"Amino Acid, Peptide, or Protein",False,True
117,proline,C0033382,"Amino Acid, Peptide, or Protein",DISRUPTS,α-helix,C0018882,Eukaryote,False,True
121,hydrogen bonds,C4759724,Natural Phenomenon or Process,CONNECTED_TO,carboxyl,C0596260,Organic Chemical,False,True
121,hydrogen bonds,C4759724,Natural Phenomenon or Process,CONNECTED_TO,amino groups,C0596072,Inorganic Chemical,False,True
124,β-bends,C0011119,Disease or Syndrome,CONSISTS_OF,amino acids,C0002520,"Amino Acid, Peptide, or Protein",False,True
128,β-bends,C0011119,Disease or Syndrome,LOCATION_OF,protein,C0033684,"Amino Acid, Peptide, or Protein",False,True
133,domains,C1518792,Amino Acid Sequence,PART_OF,polypeptides,C1305923,"Amino Acid, Peptide, or Protein",False,True
133,polypeptide chains,C1302674,"Amino Acid, Peptide, or Protein",CONSISTS_OF,domains,C1518792,Amino Acid Sequence,False,True
133,domain,C1514562,Amino Acid Sequence,CONTAINS,supersecondary,C0027627,Neoplastic Process,False,True
135,amino acid side chains,C0002520,"Amino Acid, Peptide, or Protein",AFFECTS,folding,C0185026,Therapeutic or Preventive Procedure,False,True
136,disulfide bonds,C1511997,Amino Acid Sequence,IS_A,covalent linkage,C1511539,Molecular Function,False,True
137,hydrophobic interactions,C0678607,Molecular Function,INTERACTS_WITH,amino acids,C0002520,"Amino Acid, Peptide, or Protein",False,True
139,hydrogen bonds,C4759724,Natural Phenomenon or Process,INTERACTS_WITH,oxygen,C0030054,Pharmacologic Substance,False,True
140,negatively charged groups,C0003075,"Element, Ion, or Isotope",INTERACTS_WITH,positively charged groups,C0007447,Chemical Viewed Structurally,False,True
144,denaturation,C0301642,Molecular Function,CAUSES,unfolding,C1655065,Cell Function,False,True
146,chaperones,C0243041,"Amino Acid, Peptide, or Protein",PREVENTS,premature folding,C0151526,Pathologic Function,False,True
148,subunits,C0599220,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,noncovalent interactions,C1511539,Molecular Function,False,True
149,isoforms,C0597298,"Amino Acid, Peptide, or Protein",IS_A,proteins,C0033684,"Amino Acid, Peptide, or Protein",False,True
153,amyloid precursor protein,C0085151,"Amino Acid, Peptide, or Protein",PRODUCES,amyloid β,C0002716,"Amino Acid, Peptide, or Protein",False,True
153,brain parenchyma,C0933845,"Body Part, Organ, or Organ Component",LOCATION_OF,amyloid,C0002716,"Amino Acid, Peptide, or Protein",False,True
153,blood vessels,C0005847,"Body Part, Organ, or Organ Component",LOCATION_OF,amyloid,C0002716,"Amino Acid, Peptide, or Protein",False,True
153,α-synuclein protein,C0033684,"Amino Acid, Peptide, or Protein",PRODUCES,amyloid,C0002716,"Amino Acid, Peptide, or Protein",False,True
157,protein denaturation,C0033627,Molecular Function,CAUSES,unfolding,C1655065,Cell Function,False,True
163,denaturation,C0301642,Molecular Function,DISRUPTS,α-helix,C0018882,Eukaryote,False,True
171,valine,C0042285,"Amino Acid, Peptide, or Protein",IS_A,amino acid,C0002520,"Amino Acid, Peptide, or Protein",False,True
179,alzheimer disease,C0002395,Disease or Syndrome,ASSOCIATED_WITH,β-amyloid,C0002716,"Amino Acid, Peptide, or Protein",False,True
185,fibrillar protein,C0017626,"Amino Acid, Peptide, or Protein",ASSOCIATED_WITH,alzheimer disease,C0002395,Disease or Syndrome,False,True
190,hemeproteins,C0018974,"Amino Acid, Peptide, or Protein",CONTAINS,heme,C0018966,Organic Chemical,False,True
194,myoglobin,C0027078,"Amino Acid, Peptide, or Protein",PERFORMS,oxygen carrier,C1149093,Molecular Function,False,True
201,red blood cells,C0014792,Cell,LOCATION_OF,hemoglobin,C0008721,Organic Chemical,False,True
201,hemoglobin,C0008721,Organic Chemical,PERFORMS,transport o2,C0005528,Cell Function,False,True
203,hemoglobin tetramer,C0008721,Organic Chemical,CONSISTS_OF,dimers,C0596448,Chemical Viewed Structurally,False,True
203,dimers,C0596448,Chemical Viewed Structurally,CONTAINS,hydrophobic interactions,C0678607,Molecular Function,False,True
207,o2,C0030054,Pharmacologic Substance,CAUSES,polar bonds,,,False,True
207,iron,C0302583,Pharmacologic Substance,INTERACTS_WITH,proximal histidine,C0019602,"Amino Acid, Peptide, or Protein",False,True
209,oxygen (o2),C0030054,Pharmacologic Substance,INTERACTS_WITH,myoglobin,C0027078,"Amino Acid, Peptide, or Protein",False,True
209,oxygen (o2),C0030054,Pharmacologic Substance,INTERACTS_WITH,hemoglobin,C0008721,Organic Chemical,False,True
210,oxygen-binding sites,C0005456,Receptor,PART_OF,myoglobin,C0027078,"Amino Acid, Peptide, or Protein",False,True
210,oxygen-binding sites,C0005456,Receptor,PART_OF,hemoglobin,C0008721,Organic Chemical,False,True
221,affinity,C1510827,Natural Phenomenon or Process,PROPERTY_OF,deoxy hemoglobin,C0008721,Organic Chemical,False,True
226,pocket,C1166645,Cell Component,CONTAINS,amino acids,C0002520,"Amino Acid, Peptide, or Protein",False,True
231,co2,C0007012,Biologically Active Substance,AFFECTS,hemoglobin,C0008721,Organic Chemical,False,True
231,co2,C0007012,Biologically Active Substance,INTERACTS_WITH,hemoglobin,C0008721,Organic Chemical,False,True
232,carbon monoxide,C0007018,Hazardous or Poisonous Substance,INTERACTS_WITH,hemoglobin iron,C0008721,Organic Chemical,False,True
232,carbon monoxide,C0007018,Hazardous or Poisonous Substance,PRODUCES,carboxyhemoglobin,C0007061,"Amino Acid, Peptide, or Protein",False,True
232,nitric oxide gas,C0028128,Pharmacologic Substance,IS_A,vasodilator,C0042402,Pharmacologic Substance,False,True
234,human hemoglobin a,C4762301,"Amino Acid, Peptide, or Protein",IS_A,hemoglobins,C0019046,"Amino Acid, Peptide, or Protein",False,True
238,hemoglobin a2,C0019019,"Amino Acid, Peptide, or Protein",PART_OF,hemoglobin,C0008721,Organic Chemical,False,True
240,rbc,C0014792,Cell,LOCATION_OF,hba1c,C0019018,"Amino Acid, Peptide, or Protein",False,True
244,genes,C0017337,Gene or Genome,PART_OF,gene clusters,C0017258,Gene or Genome,False,True
244,chromosome 16,C0008633,Cell Component,CONTAINS,genes,C0017337,Gene or Genome,False,True
246,chromosome 11,C0008653,Cell Component,CONTAINS,genes,C0017337,Gene or Genome,False,True
248,transcription,C0040649,Genetic Function,PRODUCES,rna,C0035668,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
248,cytosol,C1383501,Cell Component,CONTAINS,mrna,C0035696,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
263,hbsc disease,C0019034,Disease or Syndrome,IS_A,sickling diseases,C0002895,Disease or Syndrome,False,True
265,oxidation,C0030011,Molecular Function,PRODUCES,methemoglobin,C0025635,"Amino Acid, Peptide, or Protein",False,True
265,drugs,C0013227,Pharmacologic Substance,CAUSES,oxidation,C0030011,Molecular Function,False,True
265,congenital defects,C0000768,Congenital Abnormality,CAUSES,oxidation,C0030011,Molecular Function,False,True
265,methylene blue,C0025746,Organic Chemical,TREATS,methemoglobinemias,C0025637,Disease or Syndrome,False,True
267,thalassemias,C0039730,Disease or Syndrome,IS_A,hereditary hemolytic diseases,C0019247,Disease or Syndrome,False,True
268,transfusions,C0005841,Therapeutic or Preventive Procedure,CAUSES,iron overload,C0282193,Disease or Syndrome,False,True
272,α‑and β‑thalassemias,C0039730,Disease or Syndrome,CAUSES,hemoglobinopathies,C0019045,Disease or Syndrome,False,True
279,hba2,C1415478,"Amino Acid, Peptide, or Protein",OCCURS_IN,fetal life,C0015965,Embryonic Structure,False,True
280,hba,C0019016,"Amino Acid, Peptide, or Protein",PART_OF,hemoglobin,C0008721,Organic Chemical,False,True
280,hba1c,C0019018,"Amino Acid, Peptide, or Protein",IS_A,hba,C0019016,"Amino Acid, Peptide, or Protein",False,True
280,hba1c,C0019018,"Amino Acid, Peptide, or Protein",OCCURS_IN,red blood cells,C0014792,Cell,False,True
280,hba2,C1415478,Gene or Genome,PART_OF,hemoglobin,C0008721,Organic Chemical,False,True
284,acidosis,C0001122,Pathologic Function,AFFECTS,hemoglobin,C0008721,Organic Chemical,False,True
289,bohr effect,C0231825,Physiologic Function,CAUSES,oxygen affinity,C0369765,Molecular Function,False,True
290,carbon dioxide,C0007012,Biologically Active Substance,PHYSICALLY_RELATED_TO,c-terminal groups,C1707271,Amino Acid Sequence,False,True
292,hemoglobin tetramer,C0008721,Organic Chemical,PHYSICALLY_RELATED_TO,"2,3bisphosphoglycerate",C0045399,Organic Chemical,False,True
294,hemoglobin,C0008721,Organic Chemical,PHYSICALLY_RELATED_TO,"2,3-bisphosphoglycerate",C0045399,Organic Chemical,False,True
301,isosorbide dinitrate,C0022251,Organic Chemical,TREATS,chronic stable angina,C0340288,Disease or Syndrome,False,True
301,nitroglycerin,C0017887,Organic Chemical,TREATS,chronic stable angina,C0340288,Disease or Syndrome,False,True
307,oxidation,C0030011,Molecular Function,BRINGS_ABOUT,methemoglobin,C0025635,"Amino Acid, Peptide, or Protein",False,True
310,hbf,C0015936,"Amino Acid, Peptide, or Protein",AFFECTS,hbs,C0019043,"Amino Acid, Peptide, or Protein",False,True
313,collagen,C0009325,"Amino Acid, Peptide, or Protein",PART_OF,extracellular matrix,C0015350,Tissue,False,True
313,collagen,C0009325,"Amino Acid, Peptide, or Protein",PART_OF,skin,C0444099,Body Substance,False,True
313,collagen,C0009325,"Amino Acid, Peptide, or Protein",PART_OF,connective tissue,C0009780,Tissue,False,True
313,collagen,C0009325,"Amino Acid, Peptide, or Protein",PART_OF,blood vessel walls,C1180033,"Body Part, Organ, or Organ Component",False,True
313,collagen,C0009325,"Amino Acid, Peptide, or Protein",PART_OF,sclera,C0036410,"Body Part, Organ, or Organ Component",False,True
313,collagen,C0009325,"Amino Acid, Peptide, or Protein",PART_OF,cornea,C0010031,"Body Part, Organ, or Organ Component",False,True
317,collagen superfamily of proteins,C1335599,"Amino Acid, Peptide, or Protein",CONTAINS,collagen,C0009325,"Amino Acid, Peptide, or Protein",False,True
319,type i collagen fibers,C0041455,"Amino Acid, Peptide, or Protein",CONTAINS,collagen fibrils,C0225328,Cell Component,False,True
319,type ii collagen molecules,C0009331,"Amino Acid, Peptide, or Protein",LOCATION_OF,cartilaginous structures,C0224518,Body Space or Junction,False,True
321,sheet,C1449599,Natural Phenomenon or Process,PART_OF,basement membranes,C0004799,Tissue,False,True
321,meshwork,C0040573,"Body Part, Organ, or Organ Component",PART_OF,basement membranes,C0004799,Tissue,False,True
323,fibril-associated collagens,C0949599,"Amino Acid, Peptide, or Protein",CONNECTED_TO,collagen fibrils,C0225328,Cell Component,False,True
329,collagen,C0009325,"Amino Acid, Peptide, or Protein",CONTAINS,hydroxyproline,C0020388,"Amino Acid, Peptide, or Protein",False,True
329,collagen,C0009325,"Amino Acid, Peptide, or Protein",CONTAINS,hydroxylysine,C4048291,"Amino Acid, Peptide, or Protein",False,True
329,hydroxyproline,C0020388,"Amino Acid, Peptide, or Protein",RESULT_OF,hydroxylation,C0020365,Natural Phenomenon or Process,False,True
329,hydroxylation,C0020365,Natural Phenomenon or Process,IS_A,posttranslational modification,C0033666,Molecular Function,False,True
331,fibroblasts,C0016030,Cell,LOCATION_OF,polypeptide,C1305923,"Amino Acid, Peptide, or Protein",False,True
331,osteoblasts,C0029418,Cell,LOCATION_OF,polypeptide,C1305923,"Amino Acid, Peptide, or Protein",False,True
331,chondroblasts,C0225368,Cell,LOCATION_OF,polypeptide,C1305923,"Amino Acid, Peptide, or Protein",False,True
331,ecm,C0015350,Tissue,LOCATION_OF,polypeptide,C1305923,"Amino Acid, Peptide, or Protein",False,True
335,proline,C0033382,"Amino Acid, Peptide, or Protein",PRODUCES,hydroxyproline,C0020388,"Amino Acid, Peptide, or Protein",False,True
335,scurvy,C0036474,Disease or Syndrome,IS_A,deficiency disease,C0011156,Disease or Syndrome,False,True
339,golgi apparatus,C0018042,Cell Component,LOCATION_OF,procollagen molecules,C0033235,"Amino Acid, Peptide, or Protein",False,True
339,extracellular space,C0015352,Body Space or Junction,LOCATION_OF,procollagen molecules,C0033235,"Amino Acid, Peptide, or Protein",False,True
341,c-procollagen peptidases,C0033237,"Amino Acid, Peptide, or Protein",PRODUCES,tropocollagen molecules,C0041193,"Amino Acid, Peptide, or Protein",False,True
343,tropocollagen molecules,C0041193,"Amino Acid, Peptide, or Protein",PRODUCES,collagen fibrils,C0225328,Cell Component,False,True
345,lysyl oxidase,C0024375,"Amino Acid, Peptide, or Protein",PRODUCES,reactive aldehydes,C0001992,Organic Chemical,False,True
345,reactive aldehydes,C0001992,Organic Chemical,PRODUCES,cross-links,C0057455,"Amino Acid, Peptide, or Protein",False,True
345,cross-links,C0057455,"Amino Acid, Peptide, or Protein",PART_OF,collagen fibers,C0225325,Tissue,False,True
346,copper homeostasis,C0019868,Biologic Function,CAUSES,copper deficiency,C0268070,Disease or Syndrome,False,True
346,copper homeostasis,C0019868,Biologic Function,CAUSES,overload,C0020488,Disease or Syndrome,False,True
348,collagenases,C0162745,"Amino Acid, Peptide, or Protein",PRODUCES,proteolytic action,C0030940,"Amino Acid, Peptide, or Protein",False,True
348,collagenases,C0162745,"Amino Acid, Peptide, or Protein",PART_OF,matrix metalloproteinases,C0623362,"Amino Acid, Peptide, or Protein",False,True
351,mutations,C0026882,Genetic Function,CAUSES,ehlers-danlos syndrome,C0013720,Disease or Syndrome,False,True
353,elastin,C0013765,"Amino Acid, Peptide, or Protein",PART_OF,elastic fibers,C0230899,Tissue,False,True
353,lungs,C0024109,"Body Part, Organ, or Organ Component",LOCATION_OF,elastic fibers,C0230899,Tissue,False,True
355,mutations,C0026882,Genetic Function,CAUSES,marfan syndrome,C0024796,Disease or Syndrome,False,True
357,α1-antitrypsin,C1418544,Gene or Genome,PREVENTS,proteolytic enzymes,C0030940,"Amino Acid, Peptide, or Protein",False,True
357,α1-antitrypsin,C1418544,Gene or Genome,PREVENTS,trypsin,C0041236,"Amino Acid, Peptide, or Protein",False,True
357,α1-antitrypsin,C1418544,Gene or Genome,PREVENTS,neutrophil elastase,C0064833,"Amino Acid, Peptide, or Protein",False,True
357,liver,C0023884,"Body Part, Organ, or Organ Component",PRODUCES,α1-antitrypsin,C1418544,Gene or Genome,False,True
361,α1-antitrypsin deficiency,C0221757,Disease or Syndrome,IS_A,misfolded protein disease,C2718001,Disease or Syndrome,False,True
361,smoking,C0037369,Individual Behavior,CAUSES,oxidation,C0030011,Molecular Function,False,True
363,collagen,C0009325,"Amino Acid, Peptide, or Protein",CONTAINS,proline,C0033382,"Amino Acid, Peptide, or Protein",False,True
363,elastin,C0013765,"Amino Acid, Peptide, or Protein",IS_A,connective tissue protein,C0301698,"Amino Acid, Peptide, or Protein",False,True
371,α1-antitrypsin (aat) deficiency,C0221757,Disease or Syndrome,CAUSES,pulmonary damage,C0024109,"Body Part, Organ, or Organ Component",False,True
371,α1-antitrypsin (aat) deficiency,C0221757,Disease or Syndrome,CAUSES,emphysema,C0013990,Pathologic Function,False,True
378,vitamin c deficiency,C0003969,Disease or Syndrome,CAUSES,scurvy,C0036474,Disease or Syndrome,False,True
380,aat,C0052586,Therapeutic or Preventive Procedure,IS_A,serine protease inhibitor,C0036733,"Amino Acid, Peptide, or Protein",False,True
380,elastase,C0030306,"Amino Acid, Peptide, or Protein",IS_A,serine protease,C0036734,"Amino Acid, Peptide, or Protein",False,True
382,prolyl hydroxylase,C0033384,"Amino Acid, Peptide, or Protein",PERFORMS,proline,C0033382,"Amino Acid, Peptide, or Protein",False,True
382,prolyl hydroxylase,C0033384,"Amino Acid, Peptide, or Protein",PART_OF,endoplasmic reticulum,C0014239,Cell Component,False,True
382,prolyl hydroxylase,C0033384,"Amino Acid, Peptide, or Protein",USES,oxygen,C0030054,Pharmacologic Substance,False,True
382,prolyl hydroxylase,C0033384,"Amino Acid, Peptide, or Protein",USES,ferrous iron,C1148615,Molecular Function,False,True
382,prolyl hydroxylase,C0033384,"Amino Acid, Peptide, or Protein",USES,vitamin c,C0042890,Organic Chemical,False,True
382,vitamin c deficiency,C0003969,Disease or Syndrome,DISRUPTS,hydroxylation,C0020365,Natural Phenomenon or Process,False,True
393,synthetase,C0023689,"Amino Acid, Peptide, or Protein",USES,atp,C0001480,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
393,phosphatase,C0031678,"Amino Acid, Peptide, or Protein",USES,water,C0043047,Pharmacologic Substance,False,True
393,phosphorylase,C0017916,"Amino Acid, Peptide, or Protein",USES,inorganic phosphate,C0031603,Inorganic Chemical,False,True
393,dehydrogenase,C0030016,"Amino Acid, Peptide, or Protein",USES,nad+,C1523237,Molecular Function,False,True
393,dehydrogenase,C0030016,"Amino Acid, Peptide, or Protein",USES,fad,C0015540,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
393,oxidase,C0242417,"Amino Acid, Peptide, or Protein",USES,oxygen,C0030054,Pharmacologic Substance,False,True
393,oxygenase,C0030065,"Amino Acid, Peptide, or Protein",USES,oxygen atoms,C0030054,Pharmacologic Substance,False,True
395,rnas,C0035668,"Nucleic Acid, Nucleoside, or Nucleotide",AFFECTS,phosphodiester,C0599124,Organic Chemical,False,True
395,rnas,C0035668,"Nucleic Acid, Nucleoside, or Nucleotide",AFFECTS,peptide bonds,C0030956,"Amino Acid, Peptide, or Protein",False,True
403,apoenzyme,C0003589,"Amino Acid, Peptide, or Protein",IS_A,enzyme,C0014442,"Amino Acid, Peptide, or Protein",False,True
403,zinc,C0043481,Pharmacologic Substance,IS_A,cofactor,C0178555,Biologically Active Substance,False,True
403,nad+,C2611154,Molecular Function,CONTAINS,niacin,C0027996,Organic Chemical,False,True
403,fad,C0015540,"Nucleic Acid, Nucleoside, or Nucleotide",CONTAINS,riboflavin,C0035527,Organic Chemical,False,True
407,organelles,C0029219,Cell Component,LOCATION_OF,enzymes,C0014442,"Amino Acid, Peptide, or Protein",False,True
407,enzymes,C0014442,"Amino Acid, Peptide, or Protein",PART_OF,pathways,C1704259,Molecular Function,False,True
427,binding sites,C0005456,Receptor,PART_OF,enzyme,C0014442,"Amino Acid, Peptide, or Protein",False,True
464,inhibitors,C0243077,Chemical Viewed Functionally,INTERACTS_WITH,enzymes,C0014442,"Amino Acid, Peptide, or Protein",False,True
480,oxypurinol,C0030086,Organic Chemical,AFFECTS,xanthine oxidase,C0043317,"Amino Acid, Peptide, or Protein",False,True
481,c. enzyme inhibitors,C0014432,Pharmacologic Substance,IS_A,drugs,C0013227,Pharmacologic Substance,False,True
482,βlactam antibiotics,C0026458,Organic Chemical,AFFECTS,enzymes,C0014442,"Amino Acid, Peptide, or Protein",False,True
482,penicillin,C0030842,Organic Chemical,AFFECTS,enzymes,C0014442,"Amino Acid, Peptide, or Protein",False,True
482,amoxicillin,C0002645,Organic Chemical,AFFECTS,enzymes,C0014442,"Amino Acid, Peptide, or Protein",False,True
482,drugs,C0013227,Pharmacologic Substance,AFFECTS,extracellular reactions,C0521119,Cell Component,False,True
482,ace inhibitors,C0243077,Chemical Viewed Functionally,AFFECTS,plasma ace,C0032105,Body Substance,False,True
482,ace inhibitors,C0243077,Chemical Viewed Functionally,CAUSES,vasodilation,C0042401,Organ or Tissue Function,False,True
482,aspirin,C0004057,Organic Chemical,AFFECTS,thromboxane synthesis,C0040060,"Amino Acid, Peptide, or Protein",False,True
482,aspirin,C0004057,Organic Chemical,AFFECTS,cyclooxygenase,C0033551,"Amino Acid, Peptide, or Protein",False,True
488,citrate,C0008857,Organic Chemical,AFFECTS,phosphofructokinase-1,C0031651,"Amino Acid, Peptide, or Protein",False,True
493,protein kinases,C0033640,"Amino Acid, Peptide, or Protein",USES,atp,C0001480,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
497,insulin,C0021641,"Amino Acid, Peptide, or Protein",CAUSES,synthesis,C0220781,Biologic Function,False,True
505,enzymes,C0014442,"Amino Acid, Peptide, or Protein",INDICATES,damage,C0010957,Injury or Poisoning,False,True
507,creatine kinase,C0010287,"Amino Acid, Peptide, or Protein",DIAGNOSES,myocardial infarction,C0027051,Disease or Syndrome,False,True
510,myocardial muscle,C0027061,Tissue,CONTAINS,ck2 isoenzyme,C0108555,"Amino Acid, Peptide, or Protein",False,True
515,ethanol,C0001962,Organic Chemical,TREATS,c0413194,C0413194,Injury or Poisoning,False,True
515,alcohol dehydrogenase,C0001942,"Amino Acid, Peptide, or Protein",PRODUCES,c0369760,C0369760,Organic Chemical,False,True
521,alcohol dehydrogenase,C0001942,"Amino Acid, Peptide, or Protein",USES,nad+,C2611154,Molecular Function,False,True
521,alcohol,C0001962,Organic Chemical,PRODUCES,aldehyde,C0001992,Organic Chemical,False,True
521,nad+,C2611154,Molecular Function,PRODUCES,nadh,C0027289,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
527,coenzyme,C0009235,Organic Chemical,PHYSICALLY_RELATED_TO,enzyme,C0014442,"Amino Acid, Peptide, or Protein",False,True
532,bioenergetics,C0005486,Organism Function,USES,free energy,C0678591,Natural Phenomenon or Process,False,True
555,enzymes,C0014442,"Amino Acid, Peptide, or Protein",AFFECTS,activation energy,C0014963,Organic Chemical,False,True
562,atp,C0001480,"Nucleic Acid, Nucleoside, or Nucleotide",CONSISTS_OF,adenosine,C0001443,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
562,atp,C0001480,"Nucleic Acid, Nucleoside, or Nucleotide",CONSISTS_OF,phosphate groups,C0031603,Inorganic Chemical,False,True
566,inner mitochondrial membrane,C0230840,Cell Component,LOCATION_OF,etc,C4727130,Organic Chemical,False,True
567,mitochondrion,C0026237,Cell Component,CONTAINS,inner membrane,C3549061,Cell Component,False,True
568,enzymes,C0014442,"Amino Acid, Peptide, or Protein",PERFORMS,oxidation,C0030011,Molecular Function,False,True
568,mitochondrial matrix,C1510421,Cell Component,CONTAINS,nad+,C0027270,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
568,mitochondrial matrix,C1510421,Cell Component,CONTAINS,fad,C0015540,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
568,mitochondrial matrix,C1510421,Cell Component,CONTAINS,adp,C0001459,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
570,inner mitochondrial membrane,C0230840,Cell Component,CONTAINS,protein complexes,C0079119,"Amino Acid, Peptide, or Protein",False,True
574,dehydrogenases,C0030016,"Amino Acid, Peptide, or Protein",PRODUCES,nadh,C0027289,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
