start_id,end_id,type
C0015684,C0038702,BE_NEEDED_FOR
C0006675,C0038702,BE_NEEDED_FOR
C0043251,C0015684,BE_SOURCE_OF
C0023764,C0015684,BE_SOURCE_OF
C0043251,C0006141,LOCATE_IN
C0030305,C0023764,BE_SOURCE_OF
C0038702,C0333582,BE_TYPE
C0006675,C0040300,DEPOSIT
C0027540,C0006660,BE_NEEDED_FOR
C0333582,C0027540,OCCUR_IN
C0221255,C0333582,BE_DISTINCT_FROM
C0036785,C0006675,LEAD_TO_EMERGENCE_OF
C0428304,C0006675,LEAD_TO_EMERGENCE_OF
C0006675,C0040300,OCCUR_IN
C0020502,C0027709,BE_CAUSE_OF
C1883709,C1180033,LOCATE_IN
C0332234,C0332585,LEAD_TO_EMERGENCE_OF
C0015982,C0033684,BE_TYPE
C0033684,C0005847,MOVE_INTO
C0015982,C0005847,MOVE_INTO
C0332585,C0677535,LOCATE_IN
C0007587,C0001480,DEPEND_ON
C0007587,C0001480,DEPEND_ON
C0007634,C0007634,MAY_AFFECT
C0010834,C0333930,BE
C0024432,C3269134,DEGRADE
C0010656,C0162638,MEDIATE
C0030940,C0010656,ACTIVATE_BY
C0014230,C0010656,ACTIVATE_BY
C0030940,C0010853,DEGRADE
C0014230,C0012854,DEGRADE
C0010656,C1704259,ACTIVATE_BY
C0010749,C1510421,ESCAPE_FROM
C0010656,C0010749,ACTIVATE_BY
C0010656,C0015923,ACTIVATE_BY
C0010656,C0041368,ACTIVATE_BY
C0007634,C0070410,SECRETE_BY
C0007634,C1333877,BE_SOURCE_OF
C0010656,C1333877,ACTIVATE_BY
C0007634,C0007634,BE_AFFECTED
C0302912,C1705920,BE
C0302912,C0030013,GENERATE_BY
C0013846,C0030054,BE_TRANSFERRED_TO
C0038836,C0728938,ARISE_BY
C0020281,C0728938,ARISE_BY
C0063146,C0728938,ARISE_BY
C0016693,C0034538,GENERATE_BY
C0038836,C0068355,GENERATE_BY
C0016693,C1417699,GENERATE_BY
C0010762,C0013227,METABOLIZE
C0010762,C0000970,METABOLIZE
C0302912,C0010762,GENERATE_BY
C0302912,C0151763,BE_CAUSE_OF
C0302912,C0178796,BE_CAUSE_OF
C0302912,C0012854,BE_CAUSE_OF
C0302912,C0033684,BE_CAUSE_OF
C0012860,C0001811,ROLE_IN
C0012860,C0007621,ROLE_IN
C0003402,C0017817,BE_TYPE
C0003402,C0042890,BE_TYPE
C0003402,C0009170,BE_TYPE
C0003402,C0442805,BE_TYPE
C0038838,C0026237,LOCATE_IN
C0017822,C0026237,LOCATE_IN
C0007367,C0014239,LOCATE_IN
C0007292,C0040679,BE_TYPE
C0007292,C0007841,BE_TYPE
C0360100,C0729428,USEFUL_IN
C1423586,C0016693,TURN_INTO
C0016693,C0010762,GENERATE_BY
C0599732,C0013604,FEATURE_OF
C0013604,C0035553,LEAD_TO_EMERGENCE_OF
C0035553,C0597295,HAVE_EFFECT_ON
C0392756,C0392747,LEAD_TO_EMERGENCE_OF
C0040300,C0302912,LEAD_TO_EMERGENCE_OF
C0302912,C0040300,HAVE_EFFECT_ON
C0040300,C0443763,LEAD_TO_EMERGENCE_OF
C0041199,C0443763,BE_TYPE
C0002716,C1655235,BE_TYPE
C1655235,C0015352,DEPOSIT
C1655235,C0040300,HAVE_EFFECT_ON
C0033684,C0002716,DEPOSIT
C0009742,C0002716,FEATURE_OF
C0023216,C0002716,FEATURE_OF
C0009742,C0205288,VISUALIZE_BY
C0023216,C0205288,VISUALIZE_BY
C0333562,C0205373,BE_TYPE
C0333562,C0392752,BE_TYPE
C0333562,C0439064,LOCATE_IN
C0333562,C0268381,CLASSIFY_AS
C0333562,C0221014,CLASSIFY_AS
C0268381,C0333562,BE
C0002716,C0021038,ARISE_BY
C0268381,C1136084,BE_OFTEN_ASSOCIATED_WITH
C0026764,C1136084,BE_TYPE
C0221014,C0333562,BE
C0002722,C0229671,ARISE_BY
C0002723,C0001347,BE
C0002723,C0021376,BE_ELEVATED_IN
C0002723,C0006826,BE_ELEVATED_IN
C0002723,C0031069,BE_ELEVATED_IN
C0031069,C0031847,ETIOLOGY_IS
C0031069,C0027361,OCCUR_IN
C0031069,C0332189,MANIFEST_AS
C0031069,C0333361,MANIFEST_AS
C0333361,C0003615,SIMILAR_TO
C0333361,C0003864,SIMILAR_TO
C0333361,C0027051,SIMILAR_TO
C0038702,C0002722,DEPOSIT
C0002722,C0040300,LOCATE_IN
C0040300,C0268380,BE_AFFECTED
C0037088,C0268380,FEATURE_OF
C0022646,C0027726,COMMONLY_AFFECTED_BY
C0011900,C0185275,DETECT_BY
C1563742,C0005558,BE
C0034896,C0005558,BE
C0333562,C0037179,RESTRICT_TO
C0229671,C0018787,DEPOSIT
C0152254,C0023884,FEATURE_OF
C0229671,C0018787,DEPOSIT
C0333562,C0007196,LEAD_TO_EMERGENCE_OF
C1705846,C0085756,BE_FREQUENT_IN
C0063684,C0021641,ARISE_BY
C0063684,C0030274,DEPOSIT
C0002716,C0085151,ARISE_BY
C0002716,C0006104,DEPOSIT
C0002716,C0002716,TURN_INTO
C0002680,C0008664,BE_LOCATED_ON
C0013080,C0814229,BE
C0027361,C0002395,AT_RISK_OF_DEVELOPING
C0025939,C0022417,DEPOSIT
C0006668,C0431085,SECRETE_BY
C0006668,C0027651,DEPOSIT
C0431085,C1706907,BE_AT
C0440752,C0005847,escape_from
C0032120,C0005847,escape_from
C0302908,C0005847,escape_from
C0440752,C0225319,move_into
C0032120,C0225319,move_into
C0302908,C0225319,move_into
C0009498,C0032120,be_type
C0027950,C0040300,be_evident_in
C0127400,C0333361,part_of
C0024432,C0007634,be_type
C0011306,C0007634,be_type
C0108768,C1321919,BE_COFACTOR_FOR
C0108768,C0024432,LOCATE_IN
C0108768,C0023810,RECEPTOR_FOR
C0023810,C1421554,BE_TYPE
C0023810,C0205160,LOCATE_IN
C4042797,C0445623,SHARE_WITH
C1879547,C0227088,UPREGULATE
C0227088,C3275238,BE_TYPE
C0020964,C0227088,ACTIVATE_BY
C0020964,C0439064,INDUCE_PRODUCTION_OF
C0221135,C0007634,LOCATE_IN
C0024264,C0007634,BE_TYPE
C0221135,C0021376,ROLE_IN
C0001972,C1158435,ESCAPE_FROM
C0001972,C0031667,GENERATE_BY
C0033551,C0001972,HAVE_EFFECT_ON
C0003693,C0001972,HAVE_EFFECT_ON
C0033554,C0033551,GENERATE_BY
C0033567,C0042401,MEDIATE
C0033567,C0162337,MEDIATE
C0033532,C0042401,MEDIATE
C0033532,C0162337,MEDIATE
C0012472,C0042401,MEDIATE
C0012472,C0162337,MEDIATE
C0033559,C0030193,MEDIATE
C0033559,C0015967,MEDIATE
C0003693,C0023545,INDUCE_PRODUCTION_OF
C0023546,C0027950,RECRUIT
C0027950,C0023546,ACTIVATE_BY
C0024320,C0042396,MEDIATE
C0024320,C0006266,MEDIATE
C0024320,C0162337,MEDIATE
C3853573,C0042401,MEDIATE
C3853573,C0162337,MEDIATE
C0205421,C1158360,INDUCE_PRODUCTION_OF
C0205421,C0023545,INDUCE_PRODUCTION_OF
C0064855,C0687028,ACTIVATE_BY
C0009498,C0687028,ACTIVATE_BY
C0024742,C0025202,ACTIVATE_BY
C0009498,C0024742,ACTIVATE_BY
C0009498,C0025202,ACTIVATE_BY
C0024742,C0445623,BE_LOCATED_ON
C1704259,C0009507,LEAD_TO_EMERGENCE_OF
C0009507,C0009507,INDUCE_PRODUCTION_OF
C0009545,C0751038,BE_COMPOSED_OF
C0009545,C0009170,BE_COMPOSED_OF
C1332656,C0020283,BE_TYPE
C0010592,C0020283,BE_TYPE
C0020283,C0007634,BE_TRIGGER_FOR
C0007634,C4329171,LEAD_TO_EMERGENCE_OF
C0007634,C0162337,LEAD_TO_EMERGENCE_OF
C0010592,C0027950,RECRUIT
C1332656,C0031308,ROLE_IN
C0009545,C0445623,DEGRADE
C0015525,C0015525,REFER_TO_AS
C0006100,C0042401,MEDIATE
C0006100,C0162337,MEDIATE
C0042401,C0019588,SIMILAR_TO
C0162337,C0019588,SIMILAR_TO
C0006100,C0030193,MEDIATE
C0042401,C0442805,BE_CAUSE_OF
C0302908,C0226505,ESCAPE_FROM
C0302908,C0225319,MOVE_INTO
C0302908,C0015388,BE
C0019588,C0225336,BE_CAUSE_OF
C0010957,C0007634,BE_CAUSE_OF
C0006100,C0086697,HAVE_EFFECT_ON
C0033559,C0086697,HAVE_EFFECT_ON
C0333361,C0027950,OFTEN_CONTAIN
C0021376,C0024264,OFTEN_CONTAIN
C0021376,C0032112,OFTEN_CONTAIN
C0023810,C0004611,ARISE_BY
C0033551,C0007634,LOCATE_IN
C0005775,C0226505,FLOW_IN
C0225336,C0282651,UPREGULATE
C0019588,C0030685,MEDIATE
C0600532,C0134835,BE_SOURCE_OF
C0812246,C0115305,INDUCE_PRODUCTION_OF
C0812246,C0007578,UPREGULATE
C0212009,C0007578,UPREGULATE
C0007578,C0014257,LOCATE_IN
C1367710,C0021701,UPREGULATE
C0023546,C0021701,UPREGULATE
C0021701,C0023516,LOCATE_IN
C0272187,C0441748,ETIOLOGY_IS
C0021701,C0006463,BE_COMPOSED_OF
C0023516,C0442805,BE_CAUSE_OF
C0029122,C0020852,BE_TYPE
C0029122,C1332656,BE_TYPE
C0007965,C0599895,BE
C0599895,C0441748,BE_TYPE
C1523305,C0007965,FEATURE_OF
C0007965,C0858906,AT_RISK_OF_DEVELOPING
C0023530,C0007965,FEATURE_OF
C0011065,C0023530,BE_CAUSE_OF
C0023516,C0007965,FEATURE_OF
C0332466,C0023516,BE_CAUSE_OF
C3853573,C0018042,ARISE_BY
C0205225,C0205307,ETIOLOGY_IS
C0162388,C1280519,BE
C0009170,C0024369,GENERATE_BY
C0085416,C0068355,GENERATE_BY
C0162388,C0018203,FEATURE_OF
C0018203,C0068355,ETIOLOGY_IS
C0068355,C0241764,BE_TYPE
C0068355,C0441748,BE_TYPE
C0018203,C0239998,LEAD_TO_EMERGENCE_OF
C0018203,C1817882,LEAD_TO_EMERGENCE_OF
C1817882,C0178784,BE_OFTEN_ASSOCIATED_WITH
C0038172,C0178784,CLASSIFY_AS
C0085469,C0178784,CLASSIFY_AS
C0036766,C0178784,CLASSIFY_AS
C0028240,C0178784,CLASSIFY_AS
C0004034,C0178784,CLASSIFY_AS
C0430303,C0018203,USEFUL_IN
C0332452,C0475331,BE_EVIDENT_IN
C0398595,C0006840,AT_RISK_OF_DEVELOPING
C0030705,C0231221,BE
C0227088,C0205307,BE
C0085416,C0205266,BE
C0014442,C1325605,LOCATE_IN
C0026794,C0024432,LOCATE_IN
C0033684,C0014467,LOCATE_IN
C0026473,C0005767,LOCATE_IN
C0014442,C1325605,LOCATE_IN
C0026794,C1325605,LOCATE_IN
C0212009,C0024432,SECRETE_BY
C0040690,C0024432,SECRETE_BY
C0003209,C0024432,SECRETE_BY
C0212009,C0024432,SECRETE_BY
C0212009,C0027950,RECRUIT
C0024432,C0016059,MEDIATE
C0039215,C0024432,ACTIVATE_BY
C0079189,C0039215,SECRETE_BY
C0079189,C0021376,BE_TRIGGER_FOR
C0024264,C0040300,LOCATE_IN
C0032112,C0040300,LOCATE_IN
C0678209,C0333361,BE_DISTINCT_FROM
C0234402,C1264606,BE_TYPE
C0234402,C0009450,BE_TYPE
C0234402,C0026912,BE_TYPE
C0234402,C0030498,BE_TYPE
C0234402,C0016832,BE_TYPE
C0234402,C0004364,BE_TYPE
C0234402,C0016542,BE_TYPE
C0234402,C0006826,BE_TYPE
C0005953,C0038250,BE_SOURCE_OF
C0038250,C0039215,PROGRESS_TO
C0038250,C0039195,PROGRESS_TO
C0007018,C0034790,BE_COMPOSED_OF
C0007018,C0108779,BE_COMPOSED_OF
C0007018,C0003320,ROLE_IN
C0007018,C0003320,RECEPTOR_FOR
C0003320,C0567416,BE_LOCATED_ON
C0039215,C0017349,RECEPTOR_FOR
C0007634,C0017349,RECEPTOR_FOR
C0003320,C0007634,BE_NEEDED_FOR
C1710082,C0007634,BE_NEEDED_FOR
C0521119,C0376327,BE_TYPE
C0521119,C0017349,BE_LOCATED_ON
C0003315,C0017349,BE_SOURCE_OF
C0507117,C0003315,BE_LOCATED_ON
C0009170,C0039215,BE_LOCATED_ON
C1879547,C0507117,GENERATE_BY
C1879547,C0009170,GENERATE_BY
C0039215,C1879547,ACTIVATE_BY
C0212009,C0212009,SIMILAR_TO
C0070410,C0038027,BE_CAUSE_OF
C1333877,C0162638,BE_TRIGGER_FOR
C0015923,C0221284,BE_LOCATED_ON
C1539478,C0162638,BE_TRIGGER_FOR
C1512631,C0005953,ARISE_BY
C1512631,C3641721,PROGRESS_TO
C3641721,C2754998,OFTEN_CONTAIN
C3641721,C0020843,OFTEN_CONTAIN
C2754998,C0032112,LEAD_TO_EMERGENCE_OF
C0020843,C0032112,LEAD_TO_EMERGENCE_OF
C0032112,C0020861,BE_SOURCE_OF
C0032112,C0020843,BE_SOURCE_OF
C0017349,C0007634,MEDIATE
C1323357,C0004561,BE_LOCATED_ON
C0167627,C0018894,BE_LOCATED_ON
C1323357,C1879547,BE_SOURCE_OF
C0018894,C0212009,BE_SOURCE_OF
C0018894,C0212009,BE_SOURCE_OF
C0212009,C0206071,MEDIATE
C0212009,C5206618,MEDIATE
C0212009,C0678723,MEDIATE
C0212009,C0206071,MEDIATE
C0212009,C5206618,MEDIATE
C0212009,C0678723,MEDIATE
C0678723,C0032112,PROGRESS_TO
C0553697,C0021376,BE_TYPE
C0553697,C0018188,FEATURE_OF
C0018188,C1707544,BE_COMPOSED_OF
C1707544,C0024432,BE
C0018188,C0017526,BE_COMPOSED_OF
C0018188,C0024264,BE_COMPOSED_OF
C0018188,C0449560,GROUP_INTO
C0018188,C0449560,GROUP_INTO
C0021386,C0016542,ETIOLOGY_IS
C0021386,C0036202,ETIOLOGY_IS
C0021386,C0238761,ETIOLOGY_IS
C0021386,C0010346,ETIOLOGY_IS
C0021386,C0007361,ETIOLOGY_IS
C0021386,C0027540,OFTEN_CONTAIN
C0021386,C0041296,FEATURE_OF
C0021386,C0026946,FEATURE_OF
C0221135,C1817882,ROLE_IN
C0017349,C0003320,MEDIATE
C0003320,C0039215,BE_TRANSFERRED_TO
C0024432,C0212009,SECRETE_BY
C0212009,C0007589,BE_TRIGGER_FOR
C0007634,C0212009,SECRETE_BY
C0212009,C1707544,TURN_INTO
C0212009,C0017526,TURN_INTO
C0243107,C1442161,ETIOLOGY_IS
C0012236,C1744558,MANIFEST_AS
C1744558,C0332268,ETIOLOGY_IS
C0012236,C0020598,MANIFEST_AS
C0020598,C0332268,ETIOLOGY_IS
C0012236,C0205307,MANIFEST_AS
C0012236,C0205307,MANIFEST_AS
C0012236,C0205307,MANIFEST_AS
C0011155,C0007634,FEATURE_OF
C0011155,C0332452,FEATURE_OF
C0011155,C0206552,ETIOLOGY_IS
C1710082,C0007634,BE_NEEDED_FOR
C1710082,C0007634,BE_NEEDED_FOR
C1710082,C0007634,BE_NEEDED_FOR
C1710082,C0007634,BE_NEEDED_FOR
C0574493,C0011061,BE_NEEDED_FOR
C2986569,C0024264,HAVE_EFFECT_ON
C0017349,C0007634,BE_NEEDED_FOR
C0017349,C1327413,BE_NEEDED_FOR
C0039798,C5546928,BE
C0039798,C0472699,BE
C0332268,C0013378,ETIOLOGY_IS
C0218158,C0241764,BE
C0729663,C0851162,PROTECT_FROM
C0042211,C0032371,BE_TYPE
C0011155,C0009447,REFER_TO_AS
C0021027,C0007634,ETIOLOGY_IS
C0021027,C0007634,ETIOLOGY_IS
C0018188,C0021386,BE_TYPE
C0018188,C0449560,BE_TYPE
C0004623,C0815205,OCCUR_MAINLY_IN
C0009450,C0815205,OCCUR_MAINLY_IN
C4318485,C0815205,OCCUR_MAINLY_IN
C0205251,C0745242,BE_MOSTLY
C0007018,C0745242,BE_MOSTLY
C0007018,C0521026,BE_TYPE
C0020861,C0272236,BE_EVIDENT_IN
C0272236,C0167627,ETIOLOGY_IS
C0272236,C1323357,ETIOLOGY_IS
C0167627,C0018894,LOCATE_IN
C1323357,C0004561,LOCATE_IN
C0079189,C0206071,BE_NEEDED_FOR
C0205251,C1844383,BE_CAUSE_OF
C1159762,C1844383,BE_CAUSE_OF
C1844383,C0026724,OCCUR_IN
C0040034,C0039082,BE_EVIDENT_IN
C0013595,C0039082,BE_EVIDENT_IN
C0239998,C0039082,BE_EVIDENT_IN
C0332452,C0239998,BE_CAUSE_OF
C0007634,C0239998,BE_CAUSE_OF
C0019080,C0039082,BE_CAUSE_OF_DEATH_IN
C0039082,C0017337,ETIOLOGY_IS
C0085396,C0027573,BE_TYPE
C0085396,C0027575,BE_TYPE
C0011155,C0019243,BE_CAUSE_OF
C0019243,C0444099,MANIFEST_AS
C0019243,C0013604,MANIFEST_AS
C3179074,C0162638,BE_CAUSE_OF
C3179074,C0007634,BE_CAUSE_OF
C0039194,C0814999,REFER_TO_AS
C0026882,C0085859,BE_CAUSE_OF
C3179074,C1817902,LEAD_TO_EMERGENCE_OF
C3179074,C0162638,LEAD_TO_EMERGENCE_OF
C3179073,C0206120,LEAD_TO_EMERGENCE_OF
C3179073,C0007634,LEAD_TO_EMERGENCE_OF
C0162638,C1328840,LEAD_TO_EMERGENCE_OF
C0039198,C0004364,HAVE_EFFECT_ON
C0039198,C1155065,HAVE_EFFECT_ON
C0032529,C0004364,BE_OFTEN_ASSOCIATED_WITH
C0032529,C0026221,BE_OFTEN_ASSOCIATED_WITH
C0032529,C0332307,BE_OFTEN_ASSOCIATED_WITH
C0026882,C0039082,LEAD_TO_EMERGENCE_OF
C0039082,C1844666,BE
C0039082,C5681797,BE
C0039082,C0021831,BE
C0039082,C0241764,BE
C0014939,C0007634,MAY_ALTER
C0015127,C0014406,BASIS_IS
C0014406,C1879547,LEAD_TO_EMERGENCE_OF
C0014406,C0242943,LEAD_TO_EMERGENCE_OF
C0004364,C1272688,BE
C0035020,C0004364,FEATURE_OF
C0544452,C0004364,FEATURE_OF
C1514562,C0004364,FEATURE_OF
C0003313,C0439064,HAVE_EFFECT_ON
C4317010,C0032854,ACTIVATE_BY
C0221135,C0003320,ACTIVATE_BY
C0003313,C0439064,DEPOSIT
C0003313,C0012634,BE_CAUSE_OF
C0033684,C0014060,BE_OFTEN_ASSOCIATED_WITH
C0003864,C0022417,OFTEN_INVOLVE
C0744422,C3263722,BE_TYPE
C0017665,C3263722,BE_TYPE
C0002871,C0332307,BE_TYPE
C0040034,C0332307,BE_TYPE
C0023530,C0332307,BE_TYPE
C0162595,C0014060,BE_OFTEN_ASSOCIATED_WITH
C0034678,C0014060,MANIFESTATION
C3805721,C0014060,MANIFESTATION
C0007188,C0162595,BE_TYPE
C0033684,C0162595,BE_TYPE
C0085240,C0162595,BE_TYPE
C0007188,C1446409,BE_CAUSE_OF
C0085240,C0205250,BE_CAUSE_OF
C0398623,C0085278,FEATURE_OF
C0162595,C0398623,BE_CAUSE_OF
C0085240,C0162595,BE_TYPE
C0032043,C2921106,BE_CAUSE_OF
C0006104,C0038454,BE_CAUSE_OF
C0042487,C0042487,BE_TYPE
C0019155,C0042487,BE_TYPE
C0032043,C0042487,BE_TYPE
C0006104,C0003842,BE_TYPE
C1167878,C0263591,BE_INDICATIVE_OF
C0015252,C0544452,LEAD_TO_EMERGENCE_OF
C0021081,C0012634,USEFUL_IN
C0035078,C0011065,BE_COMMON_CAUSES_OF
C0009450,C0011065,BE_COMMON_CAUSES_OF
C0003850,C0011065,BE_COMMON_CAUSES_OF
C1261381,C0010957,BE
C0010957,C0332307,BE_TYPE
C0010957,C0016059,BE_OFTEN_ASSOCIATED_WITH
C0035448,C0003873,BE_OFTEN_ASSOCIATED_WITH
C0443935,C0038702,BE_TYPE
C0443935,C0003380,BE_TYPE
C0038702,C4725341,BE_OFTEN_ASSOCIATED_WITH
C0227088,C4725341,BE_OFTEN_ASSOCIATED_WITH
C4725341,C0442874,BE_TYPE
C0043210,C0409979,AT_RISK_OF_DEVELOPING
C0043210,C0149530,AT_RISK_OF_DEVELOPING
C0021270,C0409979,BE_AFFECTED
C0021270,C0149530,BE_AFFECTED
C0038702,C0030705,BE_SEEN_IN
C0227088,C0030705,BE_SEEN_IN
C0024264,C0005558,LOCATE_IN
C0242647,C0205092,MANIFEST_AS
C0036421,C0011644,REFER_TO_AS
C0178784,C0004364,FEATURE_OF
C0004364,C0439234,OCCUR_IN
C3156591,C0333562,BE_CAUSE_OF
C4551524,C0162415,MAY_AFFECT
C0856169,C0021368,LEAD_TO_EMERGENCE_OF
C0856169,C0042396,LEAD_TO_EMERGENCE_OF
C0856169,C0036536,LEAD_TO_EMERGENCE_OF
C0442805,C0021368,FEATURE_OF
C0442805,C0042396,FEATURE_OF
