paragraph_id,subject,subject_cui,subject_type,relation,object,object_cui,object_type,rule_valid,gemini_verdict
168,oxidative phosphorylation,C0030013,Molecular Function,PRODUCES,co2,C0007012,Biologically Active Substance,True,True
169,mitochondria,C0026237,Cell Component,PRODUCES,metabolites,C0870883,Biologically Active Substance,True,True
176,cytokines,C0079189,"Amino Acid, Peptide, or Protein",AFFECTS,inflammation,C0021368,Pathologic Function,True,True
176,cytokines,C0079189,"Amino Acid, Peptide, or Protein",AFFECTS,immune responses,C0020964,Organ or Tissue Function,True,True
176,endocrine organs,C0014133,"Body Part, Organ, or Organ Component",PRODUCES,hormones,C0019932,Hormone,True,True
179,autocrine signaling,C0525010,Cell Function,AFFECTS,response,C0871261,Organism Attribute,True,True
182,ligands,C0023688,Chemical,INTERACTS_WITH,receptors,C0597357,"Amino Acid, Peptide, or Protein",True,True
186,ligand,C0023688,Chemical,INTERACTS_WITH,cell surface receptor,C0034800,"Amino Acid, Peptide, or Protein",True,True
193,transcription factors,C0040648,"Amino Acid, Peptide, or Protein",AFFECTS,gene expression,C0017262,Genetic Function,True,True
196,kinase,C0031727,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,receptors,C0597357,"Amino Acid, Peptide, or Protein",True,True
197,ligand,C0023688,Chemical,INTERACTS_WITH,receptor,C0597357,"Amino Acid, Peptide, or Protein",True,True
197,downstream signaling,C1332447,Gene or Genome,PRODUCES,camp,C0001455,"Nucleic Acid, Nucleoside, or Nucleotide",True,True
198,repression,C0035143,Mental Process,AFFECTS,gene transcription,C0040649,Genetic Function,True,True
201,wnt protein,C0753137,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,coreceptors,C0597357,"Amino Acid, Peptide, or Protein",True,True
209,pathways,C1704259,Molecular Function,AFFECTS,cellular function,C0007613,Cell Function,True,True
209,gene transcription,C0040649,Genetic Function,AFFECTS,cellular function,C0007613,Cell Function,True,True
211,chromatin organization,C1156187,Genetic Function,AFFECTS,regulating gene,C0017263,Genetic Function,True,True
212,transcription factor,C0040648,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,chromatin-remodeling complexes,C1333030,"Amino Acid, Peptide, or Protein",True,True
212,transcription factor,C0040648,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,rna polymerase,C0035681,"Amino Acid, Peptide, or Protein",True,True
213,proteins,C0033684,"Amino Acid, Peptide, or Protein",AFFECTS,cell survival,C0007620,Cell Function,True,True
213,proteins,C0033684,"Amino Acid, Peptide, or Protein",AFFECTS,growth,C0018270,Organism Function,True,True
213,growth factor activity,C1149472,Molecular Function,AFFECTS,expression,C0017262,Genetic Function,True,True
218,growth factors,C0018284,"Amino Acid, Peptide, or Protein",AFFECTS,proliferation,C0334094,Pathologic Function,True,True
222,proliferative processes,C0596290,Cell Function,PROCESS_OF,tissue repair,C0043240,Organism Function,True,True
222,proliferative processes,C0596290,Cell Function,PROCESS_OF,regeneration,C0034963,Organ or Tissue Function,True,True
222,growth factors,C0018284,"Amino Acid, Peptide, or Protein",CAUSES,tumorigenesis,C0007621,Neoplastic Process,True,True
222,growth factors,C0018284,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,receptors,C0597357,"Amino Acid, Peptide, or Protein",True,True
224,factors,C1257900,"Nucleic Acid, Nucleoside, or Nucleotide",INTERACTS_WITH,receptors,C0597357,"Amino Acid, Peptide, or Protein",True,True
224,macrophages,C0024432,Cell,PRODUCES,egf,C0242275,"Amino Acid, Peptide, or Protein",True,True
224,macrophages,C0024432,Cell,PRODUCES,tgf-α,C0040690,"Amino Acid, Peptide, or Protein",True,True
224,epithelial cells,C0014597,Cell,PRODUCES,egf,C0242275,"Amino Acid, Peptide, or Protein",True,True
224,epithelial cells,C0014597,Cell,PRODUCES,tgf-α,C0040690,"Amino Acid, Peptide, or Protein",True,True
224,antibodies,C0003241,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,receptors,C0597357,"Amino Acid, Peptide, or Protein",True,True
224,small molecule antagonists,C1328819,Organic Chemical,INTERACTS_WITH,receptors,C0597357,"Amino Acid, Peptide, or Protein",True,True
225,hgf,C0021760,"Amino Acid, Peptide, or Protein",CAUSES,mitogenic effects,C0232910,Pathologic Function,True,True
225,fibroblasts,C0016030,Cell,PRODUCES,hgf,C0021760,"Amino Acid, Peptide, or Protein",True,True
225,mesenchymal cells,C1257975,Cell,PRODUCES,hgf,C0021760,"Amino Acid, Peptide, or Protein",True,True
225,endothelium,C0014257,Tissue,PRODUCES,hgf,C0021760,"Amino Acid, Peptide, or Protein",True,True
225,hgf,C0021760,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,receptor,C0597357,"Amino Acid, Peptide, or Protein",True,True
226,cells,C0007634,Cell,PRODUCES,pdgf,C0032200,"Amino Acid, Peptide, or Protein",True,True
226,activated macrophages,C0001280,Cell,PRODUCES,pdgf,C0032200,"Amino Acid, Peptide, or Protein",True,True
226,endothelium,C0014257,Tissue,PRODUCES,pdgf,C0032200,"Amino Acid, Peptide, or Protein",True,True
226,smooth muscle cells,C1135918,Cell,PRODUCES,pdgf,C0032200,"Amino Acid, Peptide, or Protein",True,True
226,pdgf isoforms,C0597298,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,cell surface receptors,C0034800,"Amino Acid, Peptide, or Protein",True,True
227,vegf,C0078058,"Amino Acid, Peptide, or Protein",CAUSES,proliferation,C0334094,Pathologic Function,True,True
227,vegfs,C1256770,"Amino Acid, Peptide, or Protein",CAUSES,vascular dilation,C0595862,Pathologic Function,True,True
228,vegfs,C1256770,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,receptor tyrosine kinases,C0206364,"Amino Acid, Peptide, or Protein",True,True
228,vegfr-2,C0378796,"Amino Acid, Peptide, or Protein",AFFECTS,angiogenesis,C0302600,Organ or Tissue Function,True,True
228,antibodies,C0003241,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,vegf,C0078058,"Amino Acid, Peptide, or Protein",True,True
229,fgf,C0016026,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,tyrosine kinase receptors,C0206364,"Amino Acid, Peptide, or Protein",True,True
229,fgf,C0016026,"Amino Acid, Peptide, or Protein",AFFECTS,wound healing,C0043240,Organism Function,True,True
229,fgf,C0016026,"Amino Acid, Peptide, or Protein",AFFECTS,hematopoiesis,C0018951,Organ or Tissue Function,True,True
230,tgf-β,C0040690,"Amino Acid, Peptide, or Protein",CONSISTS_OF,isoforms,C0597298,"Amino Acid, Peptide, or Protein",True,True
231,cell types,C0007634,Cell,PRODUCES,tgf-β,C0040690,"Amino Acid, Peptide, or Protein",True,True
231,transcription factors,C0040648,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,smad4,C0385939,"Amino Acid, Peptide, or Protein",True,True
231,dna-binding proteins,C0012940,"Amino Acid, Peptide, or Protein",AFFECTS,gene transcription,C0040649,Genetic Function,True,True
234,ecm,C0015350,Tissue,SURROUNDS,cells,C0007634,Cell,True,True
235,mechanical support,C3274791,Therapeutic or Preventive Procedure,AFFECTS,cell migration,C1622501,Cell Function,True,True
241,collapse,C0036974,Pathologic Function,OCCURS_IN,hepatitis,C0019158,Disease or Syndrome,True,True
243,degradation,C0243125,Organism Function,CO_OCCURS_WITH,morphogenesis,C0026559,Organism Function,True,True
243,degradation,C0243125,Organism Function,CO_OCCURS_WITH,tissue regeneration,C1623047,Organ or Tissue Function,True,True
243,degradation,C0243125,Organism Function,CO_OCCURS_WITH,repair,C0043240,Organism Function,True,True
243,ecm,C0015350,Tissue,CONSISTS_OF,basement membrane,C0004799,Tissue,True,True
252,collagens,C0009325,"Amino Acid, Peptide, or Protein",CONSISTS_OF,polypeptide chains,C1302674,"Amino Acid, Peptide, or Protein",True,True
255,syndecan,C0075691,"Amino Acid, Peptide, or Protein",CONSISTS_OF,protein,C0033684,"Amino Acid, Peptide, or Protein",True,True
255,glycosaminoglycan,C0017973,Organic Chemical,INTERACTS_WITH,bfgf,C0380603,"Amino Acid, Peptide, or Protein",True,True
255,syndecan,C0075691,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,bfgf,C0380603,"Amino Acid, Peptide, or Protein",True,True
255,bfgf,C0380603,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,receptors,C0597357,"Amino Acid, Peptide, or Protein",True,True
256,ascorbate deficiency,C0003969,Disease or Syndrome,OCCURS_IN,children,C0008059,Age Group,True,True
256,vitamin c deficiency,C0003969,Disease or Syndrome,OCCURS_IN,people,C0027361,Population Group,True,True
259,marfan syndrome,C0024796,Disease or Syndrome,OCCURS_IN,individuals,C0027361,Population Group,True,True
260,integral cell membrane proteins,C0021699,"Amino Acid, Peptide, or Protein",AFFECTS,cell proliferation,C0596290,Cell Function,True,True
260,integral cell membrane proteins,C0021699,"Amino Acid, Peptide, or Protein",AFFECTS,adhesion,C0001511,Pathologic Function,True,True
260,integral cell membrane proteins,C0021699,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,growth factors,C0018284,"Amino Acid, Peptide, or Protein",True,True
260,integral cell membrane proteins,C0021699,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,chemokines,C0282554,"Amino Acid, Peptide, or Protein",True,True
262,adhesive glycoproteins,C0017968,"Amino Acid, Peptide, or Protein",AFFECTS,cell-cell,C1261468,Cell Function,True,True
262,adhesion receptors,C0300500,"Amino Acid, Peptide, or Protein",AFFECTS,cell-cell,C1261468,Cell Function,True,True
265,cams,C0007578,"Amino Acid, Peptide, or Protein",CONSISTS_OF,immunoglobulins family members,C1309370,"Amino Acid, Peptide, or Protein",True,True
265,cams,C0007578,"Amino Acid, Peptide, or Protein",CONSISTS_OF,cadherins,C0006631,"Amino Acid, Peptide, or Protein",True,True
265,cams,C0007578,"Amino Acid, Peptide, or Protein",CONSISTS_OF,selectins,C0282651,"Amino Acid, Peptide, or Protein",True,True
266,cells,C0007634,Cell,PRODUCES,fibronectin,C0016055,"Amino Acid, Peptide, or Protein",True,True
269,laminin,C0022984,"Amino Acid, Peptide, or Protein",AFFECTS,cell proliferation,C0596290,Cell Function,True,True
269,laminin,C0022984,"Amino Acid, Peptide, or Protein",AFFECTS,differentiation,C0007589,Cell Function,True,True
269,laminin,C0022984,"Amino Acid, Peptide, or Protein",AFFECTS,motility,C0007608,Cell Function,True,True
270,signaling cascades,C1621636,Molecular Function,AFFECTS,cell locomotion,C0007608,Cell Function,True,True
270,signaling cascades,C1621636,Molecular Function,AFFECTS,proliferation,C0334094,Pathologic Function,True,True
270,signaling cascades,C1621636,Molecular Function,AFFECTS,differentiation,C0007589,Cell Function,True,True
276,activators,C4743777,Biologically Active Substance,AFFECTS,cell cycle,C0007586,Cell Function,True,True
276,inhibitors,C0243077,Chemical Viewed Functionally,AFFECTS,cell cycle,C0007586,Cell Function,True,True
276,cyclins,C0079183,"Amino Acid, Peptide, or Protein",CAUSES,progression,C0242656,Pathologic Function,True,True
278,cyclins,C0079183,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,cdks,C0243045,"Amino Acid, Peptide, or Protein",True,True
284,growth factor receptor signaling,C0206454,"Amino Acid, Peptide, or Protein",CAUSES,progression,C0242656,Pathologic Function,True,True
284,cellular metabolism,C1524026,Cell Function,AFFECTS,growth,C0018270,Organism Function,True,True
287,tissues,C0040300,Tissue,PART_OF,organism,C0029235,Organism,True,True
289,basal layer,C0221925,Tissue,PART_OF,epithelium,C0014609,Tissue,True,True
291,symmetric division,C3893683,Cell Function,PRECEDES,self-renewal,C1155711,Cell Function,True,True
297,growth factors,C0018284,"Amino Acid, Peptide, or Protein",AFFECTS,apoptosis,C0162638,Cell Function,True,True
297,bcl-2,C0376515,Gene or Genome,AFFECTS,apoptosis,C0162638,Cell Function,True,True
298,stem cells,C0038250,Cell,LOCATION_OF,crypts,C0227427,Body Space or Junction,True,True
300,cells,C0007634,Cell,PART_OF,tissue,C0040300,Tissue,True,True
301,hematopoietic stem cells,C0018956,Cell,PRODUCES,blood,C0005767,Body Substance,True,True
301,chemotherapy,C0013216,Therapeutic or Preventive Procedure,TREATS,leukemia,C0023418,Neoplastic Process,True,True
303,hair,C0018494,"Body Part, Organ, or Organ Component",PART_OF,follicle,C0018120,"Body Part, Organ, or Organ Component",True,True
303,duct,C0687028,"Body Part, Organ, or Organ Component",CONTAINS,bile,C0005388,Body Substance,True,True
304,chondrocytes,C0225369,Cell,PART_OF,cartilage,C0007301,Tissue,True,True
304,osteocytes,C0029432,Cell,PART_OF,bone,C0005931,Tissue,True,True
304,adipocytes,C0206131,Cell,PART_OF,fat,C0001527,Tissue,True,True
304,myocytes,C0596981,Cell,PART_OF,muscle,C0026845,Tissue,True,True
329,response,C0871261,Organism Attribute,RESULT_OF,cellular injury,C0151763,Pathologic Function,True,True
330,mitochondria,C0026237,Cell Component,AFFECTS,cell death,C0007587,Cell Function,True,True
331,signaling pathways,C0037080,Molecular Function,AFFECTS,cell proliferation,C0596290,Cell Function,True,True
336,epigenetic regulation,C0017263,Genetic Function,AFFECTS,differentiation,C0007589,Cell Function,True,True
339,pathways,C1704259,Molecular Function,PROCESS_OF,cell death,C0007587,Cell Function,True,True
342,structural abnormalities,C1515001,Cell or Molecular Dysfunction,MANIFESTATION_OF,disease,C0012634,Disease or Syndrome,True,True
350,toxins,C0040549,Biologically Active Substance,CAUSES,disease,C0012634,Disease or Syndrome,True,True
355,ischemia,C0022116,Pathologic Function,PRODUCES,toxic metabolites,C0870883,Biologically Active Substance,True,True
355,carbon monoxide,C0007018,Hazardous or Poisonous Substance,CAUSES,poisoning,C0032343,Injury or Poisoning,True,True
355,co,C0007018,Hazardous or Poisonous Substance,CAUSES,poisoning,C0032343,Injury or Poisoning,True,True
356,drugs,C0013227,Pharmacologic Substance,CAUSES,tissue injury,C4552279,Injury or Poisoning,True,True
363,cellular senescence,C0007581,Cell Function,PROCESS_OF,aging,C0001811,Organism Function,True,True
364,progression,C0242656,Pathologic Function,PROCESS_OF,cell injury,C0599732,Cell or Molecular Dysfunction,True,True
377,sedatives,C0036557,Pharmacologic Substance,TREATS,epilepsy,C0014544,Disease or Syndrome,True,True
379,adaptation,C0000934,Organism Function,RESULT_OF,hypertrophy,C0020564,Pathologic Function,True,True
379,smooth er,C0230789,Cell Component,PART_OF,hepatocytes,C0227525,Cell,True,True
380,preventing,C0199176,Therapeutic or Preventive Procedure,PREVENTS,transition,C0599156,Cell or Molecular Dysfunction,True,True
380,injury,C3263722,Injury or Poisoning,DISRUPTS,lysosomal membranes,C0230812,Cell Component,True,True
380,dissolution,C4721411,Pathologic Function,PROCESS_OF,necrosis,C0027540,Organ or Tissue Function,True,True
383,necrosis,C0027540,Organ or Tissue Function,RESULT_OF,damage,C0010957,Injury or Poisoning,True,True
387,genetic mutations,C0026882,Genetic Function,AFFECTS,cell death,C0007587,Cell Function,True,True
388,genes,C0017337,Gene or Genome,AFFECTS,cell death,C0007587,Cell Function,True,True
388,signaling pathways,C0037080,Molecular Function,AFFECTS,cell death,C0007587,Cell Function,True,True
389,loss of function,C4505106,Genetic Function,PRECEDES,death,C0011065,Organism Function,True,True
392,necrosis,C0027540,Organ or Tissue Function,RESULT_OF,cell injury,C0599732,Cell or Molecular Dysfunction,True,True
393,reactive oxygen species,C0162772,Biologically Active Substance,CAUSES,irreversible damage,C0010957,Injury or Poisoning,True,True
393,ros,C0162772,Biologically Active Substance,CAUSES,irreversible damage,C0010957,Injury or Poisoning,True,True
419,epithelium,C0014609,Tissue,PART_OF,hepatic bile duct,C0019149,"Body Part, Organ, or Organ Component",True,True
431,cytotoxic drugs,C0304497,Pharmacologic Substance,CAUSES,dna damage,C0012860,Cell or Molecular Dysfunction,True,True
436,toxins,C0040549,Biologically Active Substance,CAUSES,dna damage,C0012860,Cell or Molecular Dysfunction,True,True
436,radicals,C0302912,Chemical Viewed Structurally,CAUSES,dna damage,C0012860,Cell or Molecular Dysfunction,True,True
438,proteins,C0033684,"Amino Acid, Peptide, or Protein",AFFECTS,permeability,C0031164,Natural Phenomenon or Process,True,True
438,bax,C0812198,Gene or Genome,PRODUCES,channels,C0022009,"Amino Acid, Peptide, or Protein",True,True
441,dying,C0184532,Organism Function,PROCESS_OF,apoptosis,C0162638,Cell Function,True,True
446,extrinsic pathway,C3269136,Molecular Function,PROCESS_OF,apoptosis,C0162638,Cell Function,True,True
446,pathologic situations,C0012359,Pathologic Function,ASSOCIATED_WITH,inflammatory reactions,C0021368,Pathologic Function,True,True
447,cytokines,C0079189,"Amino Acid, Peptide, or Protein",CAUSES,inflammation,C0021368,Pathologic Function,True,True
447,fever,C0015967,Sign or Symptom,MANIFESTATION_OF,inflammation,C0021368,Pathologic Function,True,True
453,organelles,C0029219,Cell Component,PART_OF,cell,C0007634,Cell,True,True
460,ligands,C0023688,Chemical,INTERACTS_WITH,receptors(members,C0597357,"Amino Acid, Peptide, or Protein",True,True
464,cellular response,C4327509,Cell Function,RESULT_OF,injury,C3263722,Injury or Poisoning,True,True
464,toxins,C0040549,Biologically Active Substance,CAUSES,cell injury,C0599732,Cell or Molecular Dysfunction,True,True
464,toxin,C0040549,Biologically Active Substance,CAUSES,injury,C3263722,Injury or Poisoning,True,True
465,genes,C0017337,Gene or Genome,PRODUCES,cytochrome p-450,C0010762,"Amino Acid, Peptide, or Protein",True,True
465,genetic polymorphisms,C0032529,Genetic Function,AFFECTS,responses,C0871261,Organism Attribute,True,True
469,targeting,C0599894,Cell Function,AFFECTS,pathway,C1704259,Molecular Function,True,True
470,pathways,C1704259,Molecular Function,AFFECTS,human diseases,C0162534,Disease or Syndrome,True,True
471,necrosis,C0027540,Organ or Tissue Function,PROCESS_OF,death,C0011065,Organism Function,True,True
472,proteins,C0033684,"Amino Acid, Peptide, or Protein",AFFECTS,cellular metabolism,C1524026,Cell Function,True,True
472,glycolysis,C0017952,Molecular Function,PRODUCES,metabolites,C0870883,Biologically Active Substance,True,True
472,tca cycle,C0008858,Molecular Function,PRODUCES,metabolites,C0870883,Biologically Active Substance,True,True
485,reperfusion,C0035124,Therapeutic or Preventive Procedure,AFFECTS,ischemic tissues,C5539563,Pathologic Function,True,True
486,ros,C0162772,Biologically Active Substance,CAUSES,damage,C0010957,Injury or Poisoning,True,True
486,cells,C0007634,Cell,PRODUCES,ros,C0162772,Biologically Active Substance,True,True
