paragraph_id,subject,subject_cui,subject_type,relation,object,object_cui,object_type,rule_valid,gemini_verdict
264,respiratory depression,C0235063,Pathologic Function,OCCURS_IN,overdose,C0029944,Injury or Poisoning,True,True
264,buprenorphine,C0006405,Organic Chemical,CAUSES,drug withdrawal syndrome,C0152128,Disease or Syndrome,True,True
264,drug withdrawal syndrome,C0152128,Disease or Syndrome,OCCURS_IN,patients,C0030705,Patient or Disabled Group,True,True
270,agonist,C2987634,Biologically Active Substance,INTERACTS_WITH,receptor sites,C0005456,Receptor,True,True
271,glucocorticoid hormone,C0017710,Organic Chemical,CAUSES,hyperglycemic,C1263960,Disease or Syndrome,True,True
272,vagus nerve endings,C0027747,Cell Component,PRODUCES,acetylcholine,C0001041,Organic Chemical,True,True
272,acetylcholine,C0001041,Organic Chemical,INTERACTS_WITH,acetylcholine receptors,C0034792,"Amino Acid, Peptide, or Protein",True,True
275,chemical signals,C0220806,Chemical,INTERACTS_WITH,receptors,C0597357,"Amino Acid, Peptide, or Protein",True,True
279,lipid bilayer,C0023768,Cell Component,PART_OF,plasma membrane,C0007603,Cell Component,True,True
279,ligand,C0023688,Chemical,INTERACTS_WITH,intracellular receptor,C1870051,"Amino Acid, Peptide, or Protein",True,True
279,ligand,C0023688,Chemical,AFFECTS,enzymatic activity,C0243102,Molecular Function,True,True
279,ligand,C0023688,Chemical,INTERACTS_WITH,extracellular domain,C1333498,"Amino Acid, Peptide, or Protein",True,True
279,ligand,C0023688,Chemical,INTERACTS_WITH,ligand-gated transmembrane ion channel,C0815090,"Amino Acid, Peptide, or Protein",True,True
280,intracellular receptor,C1870051,"Amino Acid, Peptide, or Protein",AFFECTS,gene transcription,C0040649,Genetic Function,True,True
280,chemical signal,C0220806,Chemical,INTERACTS_WITH,transmembrane protein,C0021699,"Amino Acid, Peptide, or Protein",True,True
280,chemical signal,C0220806,Chemical,INTERACTS_WITH,ion channel,C0022009,"Amino Acid, Peptide, or Protein",True,True
280,chemical signal,C0220806,Chemical,INTERACTS_WITH,cell-surface receptor,C0034800,"Amino Acid, Peptide, or Protein",True,True
283,glucocorticoid hormone,C0017710,Organic Chemical,INTERACTS_WITH,normal receptor protein,C0597357,"Amino Acid, Peptide, or Protein",True,True
284,hormones,C0019932,Hormone,AFFECTS,gene expression,C0017262,Genetic Function,True,True
292,activated receptor,C1514758,Cell Function,AFFECTS,biochemical processes,C1511130,Molecular Function,True,True
296,tissue,C0040300,Tissue,PRODUCES,nerve growth factor,C0027752,"Amino Acid, Peptide, or Protein",True,True
300,dimer,C0596448,Chemical Viewed Structurally,AFFECTS,transcription,C0040649,Genetic Function,True,True
308,ivacaftor,C3264621,Organic Chemical,AFFECTS,ion conductance,C0814024,Organism Function,True,True
308,drugs,C0013227,Pharmacologic Substance,TREATS,cystic fibrosis,C0010674,Disease or Syndrome,True,True
309,element,C0013879,"Element, Ion, or Isotope",AFFECTS,concentration,C0086045,Mental Process,True,True
310,norepinephrine,C0028351,Organic Chemical,INTERACTS_WITH,membrane receptor,C0230664,Receptor,True,True
310,norepinephrine,C0028351,Organic Chemical,INTERACTS_WITH,receptor,C0597357,"Amino Acid, Peptide, or Protein",True,True
310,ligand,C0023688,Chemical,INTERACTS_WITH,receptors,C0597357,"Amino Acid, Peptide, or Protein",True,True
315,receptor family,C3812393,"Amino Acid, Peptide, or Protein",CONSISTS_OF,g protein-coupled receptors,C0537408,"Amino Acid, Peptide, or Protein",True,True
315,receptors,C0597357,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,adrenergic amines,C0001637,Pharmacologic Substance,True,True
315,receptors,C0597357,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,peptide hormones,C0597192,"Amino Acid, Peptide, or Protein",True,True
315,receptors,C0597357,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,odorants,C2985522,Chemical Viewed Functionally,True,True
316,gpcrs,C0682972,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,agonists,C0243192,Pharmacologic Substance,True,True
318,lateral movement,C0026649,Organism Function,PROCESS_OF,helices,C1017315,Eukaryote,True,True
321,β adrenoceptors,C0034783,"Amino Acid, Peptide, or Protein",AFFECTS,gs,C0017097,Disease or Syndrome,True,True
321,β-arrestin,C0104230,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,receptor,C0597357,"Amino Acid, Peptide, or Protein",True,True
322,receptors,C0597357,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,phosphatase enzymes,C0031678,"Amino Acid, Peptide, or Protein",True,True
322,β-arrestin,C0104230,"Amino Acid, Peptide, or Protein",AFFECTS,signaling,C0037083,Cell Function,True,True
326,adjunctive agent,C2825951,Therapeutic or Preventive Procedure,TREATS,acute heart failure,C0264714,Disease or Syndrome,True,True
326,inhibition,C0021467,Mental Process,AFFECTS,camp degradation,C1158044,Molecular Function,True,True
328,growth factors,C0018284,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,receptors,C0597357,"Amino Acid, Peptide, or Protein",True,True
328,growth factors,C0018284,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,receptor tyrosine kinases,C0206364,"Amino Acid, Peptide, or Protein",True,True
330,ca2+,C0666743,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,calcium-binding protein calmodulin,C0006732,"Amino Acid, Peptide, or Protein",True,True
335,lithium ion,C3495095,Pharmacologic Substance,TREATS,bipolar (manic-depressive) disorder,C0005587,Mental or Behavioral Dysfunction,True,True
337,ligands,C0023688,Chemical,INTERACTS_WITH,cell-surface receptors,C0034800,"Amino Acid, Peptide, or Protein",True,True
338,drugs,C0013227,Pharmacologic Substance,DISRUPTS,breakdown,C0699900,Organism Function,True,True
341,hydrolysis,C0020291,Natural Phenomenon or Process,PROCESS_OF,second messenger,C0036522,Molecular Function,True,True
341,phosphodiesterase enzymes,C0031640,"Amino Acid, Peptide, or Protein",AFFECTS,second messenger,C0036522,Molecular Function,True,True
343,gtp,C0018353,"Nucleic Acid, Nucleoside, or Nucleotide",INTERACTS_WITH,g protein,C0060916,"Amino Acid, Peptide, or Protein",True,True
345,receptors,C0597357,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,agonists,C0243192,Pharmacologic Substance,True,True
346,chemical,C0220806,Chemical,INTERACTS_WITH,receptor,C0597357,"Amino Acid, Peptide, or Protein",True,True
347,cell types,C0007634,Cell,PRODUCES,accessory proteins,C1955894,"Amino Acid, Peptide, or Protein",True,True
347,accessory proteins,C1955894,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,steroid receptors,C0034840,"Amino Acid, Peptide, or Protein",True,True
347,accessory proteins,C1955894,"Amino Acid, Peptide, or Protein",AFFECTS,drug-receptor interaction,C4329009,Molecular Function,True,True
347,tamoxifen,C0039286,Organic Chemical,CAUSES,complications,C0009566,Pathologic Function,True,True
347,complications,C0009566,Pathologic Function,OCCURS_IN,women,C0043210,Population Group,True,True
353,receptors,C0597357,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,drug,C0013227,Pharmacologic Substance,True,True
358,drug,C0013227,Pharmacologic Substance,AFFECTS,cardiac contractility,C0027045,Organ or Tissue Function,True,True
358,drug,C0013227,Pharmacologic Substance,CAUSES,toxic effect,C0600688,Injury or Poisoning,True,True
360,sedative-hypnotic,C0020592,Pharmacologic Substance,CAUSES,coma,C0009421,Disease or Syndrome,True,True
363,prevention,C0199176,Therapeutic or Preventive Procedure,PREVENTS,arrhythmia,C0003811,Disease or Syndrome,True,True
363,disease,C0012634,Disease or Syndrome,OCCURS_IN,patients,C0030705,Patient or Disabled Group,True,True
368,disease,C0012634,Disease or Syndrome,OCCURS_IN,patient,C0030705,Patient or Disabled Group,True,True
372,sex,C0009253,Organism Function,AFFECTS,response,C0871261,Organism Attribute,True,True
377,hypertension,C0020538,Disease or Syndrome,OCCURS_IN,patients,C0030705,Patient or Disabled Group,True,True
377,angiotensin ii,C0003009,"Amino Acid, Peptide, or Protein",CAUSES,hypertension,C0020538,Disease or Syndrome,True,True
379,heart muscle,C0027061,Tissue,PART_OF,rat,C0034693,Mammal,True,True
379,tachycardia,C0039231,Finding,MANIFESTATION_OF,thyrotoxicosis,C0040156,Disease or Syndrome,True,True
379,thyrotoxicosis,C0040156,Disease or Syndrome,OCCURS_IN,patients,C0030705,Patient or Disabled Group,True,True
380,α2-adrenoceptor agonist activity,C1152722,Molecular Function,AFFECTS,blood pressure,C0005823,Organism Function,True,True
381,genetic factors,C0017397,"Nucleic Acid, Nucleoside, or Nucleotide",AFFECTS,drug response,C0683154,Biologic Function,True,True
381,somatic mutations,C0544886,Cell or Molecular Dysfunction,OCCURS_IN,lung cancers,C0242379,Neoplastic Process,True,True
381,somatic mutations,C0544886,Cell or Molecular Dysfunction,OCCURS_IN,tumor,C0027651,Neoplastic Process,True,True
381,tumor,C0027651,Neoplastic Process,OCCURS_IN,patient,C0030705,Patient or Disabled Group,True,True
383,biochemical processes,C1511130,Molecular Function,AFFECTS,response,C0871261,Organism Attribute,True,True
383,physiologic regulation,C0005905,Organism Function,AFFECTS,response,C0871261,Organism Attribute,True,True
387,receptors,C0597357,"Amino Acid, Peptide, or Protein",AFFECTS,biochemical processes,C1511130,Molecular Function,True,True
390,drug toxicity,C0013221,Injury or Poisoning,RESULT_OF,therapeutic actions,C0087111,Therapeutic or Preventive Procedure,True,True
390,drug,C0013227,Pharmacologic Substance,CAUSES,drug toxicity,C0013221,Injury or Poisoning,True,True
391,insulin,C0021641,"Amino Acid, Peptide, or Protein",CAUSES,hypoglycemic coma,C0020617,Disease or Syndrome,True,True
395,immunosuppressive agents,C0021081,Pharmacologic Substance,TREATS,inflammatory disorders,C1290884,Disease or Syndrome,True,True
395,bronchi,C0006255,"Body Part, Organ, or Organ Component",LOCATION_OF,asthma,C0004096,Disease or Syndrome,True,True
396,receptors,C0597357,"Amino Acid, Peptide, or Protein",CAUSES,toxic effects,C0600688,Injury or Poisoning,True,True
397,histamine,C0019588,Organic Chemical,INTERACTS_WITH,receptors,C0597357,"Amino Acid, Peptide, or Protein",True,True
397,acetylcholine,C0001041,Organic Chemical,INTERACTS_WITH,receptors,C0597357,"Amino Acid, Peptide, or Protein",True,True
397,corticosteroids,C0001617,Organic Chemical,INTERACTS_WITH,receptors,C0597357,"Amino Acid, Peptide, or Protein",True,True
397,mirnas,C1101610,"Nucleic Acid, Nucleoside, or Nucleotide",AFFECTS,protein expression,C1171362,Genetic Function,True,True
397,rna-based therapy,C4042855,Therapeutic or Preventive Procedure,TREATS,duchenne muscular dystrophy,C0013264,Disease or Syndrome,True,True
397,rna-based therapy,C4042855,Therapeutic or Preventive Procedure,TREATS,diseases,C0012634,Disease or Syndrome,True,True
398,quinidine,C0034414,Organic Chemical,INTERACTS_WITH,receptors,C0597357,"Amino Acid, Peptide, or Protein",True,True
398,sulfonylureas,C0038766,Organic Chemical,INTERACTS_WITH,receptors,C0597357,"Amino Acid, Peptide, or Protein",True,True
398,opioid drugs,C0242402,Organic Chemical,INTERACTS_WITH,receptors,C0597357,"Amino Acid, Peptide, or Protein",True,True
398,opioids,C0002772,Organic Chemical,INTERACTS_WITH,receptors,C0597357,"Amino Acid, Peptide, or Protein",True,True
398,phenothiazines,C0031436,Organic Chemical,INTERACTS_WITH,dopamine receptors,C0034798,"Amino Acid, Peptide, or Protein",True,True
399,drugs,C0013227,Pharmacologic Substance,INTERACTS_WITH,receptor sites,C0005456,Receptor,True,True
400,targeted therapies,C2699893,Therapeutic or Preventive Procedure,TREATS,cystic fibrosis,C0010674,Disease or Syndrome,True,True
400,antagonists,C0243076,Chemical Viewed Functionally,AFFECTS,cellular signaling,C0037083,Cell Function,True,True
400,agonists,C0243192,Pharmacologic Substance,AFFECTS,cellular signaling,C0037083,Cell Function,True,True
408,progression,C0242656,Pathologic Function,PROCESS_OF,duchenne muscular dystrophy,C0013264,Disease or Syndrome,True,True
416,metoprolol,C0025859,Organic Chemical,INTERACTS_WITH,βadrenoceptor,C0034783,"Amino Acid, Peptide, or Protein",True,True
441,extracellular water,C0521119,Cell Component,CONTAINS,plasma,C0032105,Body Substance,True,True
446,biotransformation,C0005576,Organism Function,PRODUCES,metabolites,C0870883,Biologically Active Substance,True,True
446,concentration,C0086045,Mental Process,AFFECTS,drug elimination,C0683141,Organism Function,True,True
458,drug accumulation,C0678759,Physiologic Function,CO_OCCURS_WITH,elimination,C0221102,Physiologic Function,True,True
459,drug accumulation,C0678759,Physiologic Function,CO_OCCURS_WITH,drug elimination,C0683141,Organism Function,True,True
460,chronic renal failure,C0022661,Disease or Syndrome,AFFECTS,renal clearance,C0232813,Organ or Tissue Function,True,True
475,gut wall,C0836201,Body Location or Region,ADJACENT_TO,gut lumen,C0836213,Body Space or Junction,True,True
475,inhibition,C0021467,Mental Process,AFFECTS,metabolism,C0025519,Organism Function,True,True
485,hepatic sites,C0205054,Body Location or Region,LOCATION_OF,elimination,C0221102,Physiologic Function,True,True
485,hepatic cirrhosis,C0023890,Disease or Syndrome,ASSOCIATED_WITH,portosystemic shunting,C0032720,Therapeutic or Preventive Procedure,True,True
488,vessels,C0005847,"Body Part, Organ, or Organ Component",CONNECTED_TO,inferior vena cava,C0042458,"Body Part, Organ, or Organ Component",True,True
488,veins,C0042449,"Body Part, Organ, or Organ Component",CONNECTED_TO,liver,C0023884,"Body Part, Organ, or Organ Component",True,True
489,lung,C0024109,"Body Part, Organ, or Organ Component",LOCATION_OF,excretion,C0221102,Physiologic Function,True,True
489,lung,C0024109,"Body Part, Organ, or Organ Component",LOCATION_OF,metabolism,C0025519,Organism Function,True,True
496,propranolol,C0033497,Organic Chemical,INTERACTS_WITH,receptors,C0597357,"Amino Acid, Peptide, or Protein",True,True
502,drugs,C0013227,Pharmacologic Substance,TREATS,tumor growth,C0598934,Neoplastic Process,True,True
502,drug,C0013227,Pharmacologic Substance,AFFECTS,tumor growth,C0598934,Neoplastic Process,True,True
517,disease states,C0033575,Disease or Syndrome,AFFECTS,pharmacokinetic variables,C4277630,Genetic Function,True,True
519,patient,C0030705,Patient or Disabled Group,PERFORMS,regimen,C0040808,Therapeutic or Preventive Procedure,True,True
534,metabolism,C0025519,Organism Function,CO_OCCURS_WITH,absorption,C2347023,Organism Function,True,True
538,plasma binding,C1621859,Genetic Function,AFFECTS,concentration,C0086045,Mental Process,True,True
538,digoxin,C0012265,Organic Chemical,INTERACTS_WITH,muscle proteins,C0026832,"Amino Acid, Peptide, or Protein",True,True
541,disease state,C0033575,Disease or Syndrome,AFFECTS,drug disposition,C0678755,Physiologic Function,True,True
636,ugt genes,C0017337,Gene or Genome,PRODUCES,ugt proteins,C0033684,"Amino Acid, Peptide, or Protein",True,True
636,nat2 genes,C0796518,Gene or Genome,PRODUCES,cytosolic n-acetyltransferases,C1261253,"Amino Acid, Peptide, or Protein",True,True
647,drug,C0013227,Pharmacologic Substance,AFFECTS,metabolic rate,C0870882,Physiologic Function,True,True
1008,m2 receptor,C0384752,"Amino Acid, Peptide, or Protein",AFFECTS,camp formation,C1157594,Molecular Function,True,True
1016,nicotine,C0028040,Organic Chemical,AFFECTS,cortex,C0001614,Disease or Syndrome,True,True
1016,lobeline,C0023929,Organic Chemical,AFFECTS,cortex,C0001614,Disease or Syndrome,True,True
1016,nicotine,C0028040,Organic Chemical,CAUSES,coma,C0009421,Disease or Syndrome,True,True
1017,agonist,C2987634,Biologically Active Substance,INTERACTS_WITH,binding sites,C0005456,Receptor,True,True
1017,α7 receptor,C0597357,"Amino Acid, Peptide, or Protein",AFFECTS,cognitive function,C0009240,Mental Process,True,True
1018,lipopolysaccharide,C0023810,Organic Chemical,CAUSES,inflammation,C0021368,Pathologic Function,True,True
1020,nicotine,C0028040,Organic Chemical,CAUSES,dramatic hypertension,C0020538,Disease or Syndrome,True,True
1020,depolarizing blockade,C0027867,Pharmacologic Substance,DISRUPTS,ganglia,C0017067,"Body Part, Organ, or Organ Component",True,True
1021,autonomic failure,C0393911,Disease or Syndrome,RESULT_OF,suppression,C0221103,Pathologic Function,True,True
1021,auto-antibodies,C0004358,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,α3β4 nicotinic receptor subtype,C0034830,"Amino Acid, Peptide, or Protein",True,True
1021,auto-antibodies,C0004358,"Amino Acid, Peptide, or Protein",CAUSES,orthostatic hypotension,C0020651,Disease or Syndrome,True,True
1021,auto-antibodies,C0004358,"Amino Acid, Peptide, or Protein",CAUSES,dry mouth,C0043352,Disease or Syndrome,True,True
1021,auto-antibodies,C0004358,"Amino Acid, Peptide, or Protein",CAUSES,erectile dysfunction,C0242350,Disease or Syndrome,True,True
1021,plasmapheresis,C0032134,Therapeutic or Preventive Procedure,TREATS,autonomic failure,C0393911,Disease or Syndrome,True,True
1021,autoantibodies,C0004358,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,α3β4 nicotinic receptor,C0034830,"Amino Acid, Peptide, or Protein",True,True
1022,α3 subunits,C0599220,"Amino Acid, Peptide, or Protein",CAUSES,microcolon,C0266200,Congenital Abnormality,True,True
1022,α3 subunits,C0599220,"Amino Acid, Peptide, or Protein",CAUSES,intestinal hypo-peristalsis syndrome,C1608393,Disease or Syndrome,True,True
1022,α3 subunits,C0599220,"Amino Acid, Peptide, or Protein",CAUSES,urinary incontinence,C0042024,Pathologic Function,True,True
1024,end plates,C0026608,Cell Component,LOCATION_OF,depolarization,C3714805,Cell Function,True,True
1024,end plates,C0026608,Cell Component,PART_OF,muscle,C0026845,Tissue,True,True
1030,quaternary carbamates,C0006948,Organic Chemical,INTERACTS_WITH,lipids,C0023779,Organic Chemical,True,True
1031,edrophonium,C0013615,Organic Chemical,INTERACTS_WITH,enzyme,C0014442,"Amino Acid, Peptide, or Protein",True,True
1038,organophosphates,C0031701,Organic Chemical,CAUSES,poisoning,C0032343,Injury or Poisoning,True,True
1040,acetylcholine,C0001041,Organic Chemical,INTERACTS_WITH,enzyme,C0014442,"Amino Acid, Peptide, or Protein",True,True
1041,cholinesterase inhibitors,C0008425,Organic Chemical,INTERACTS_WITH,enzyme,C0014442,"Amino Acid, Peptide, or Protein",True,True
1045,neuromuscular junction,C0027869,Cell Component,PART_OF,skeletal muscle,C0242692,Tissue,True,True
1047,lipid-soluble cholinesterase inhibitors,C0008425,Organic Chemical,CAUSES,generalized convulsions,C0234533,Disease or Syndrome,True,True
1047,generalized convulsions,C0234533,Disease or Syndrome,PRECEDES,coma,C0009421,Disease or Syndrome,True,True
1047,generalized convulsions,C0234533,Disease or Syndrome,PRECEDES,respiratory arrest,C0162297,Pathologic Function,True,True
