paragraph_id,subject,subject_cui,subject_type,relation,object,object_cui,object_type,rule_valid,gemini_verdict
1131,hormone prolactin,C0033374,"Amino Acid, Peptide, or Protein",AFFECTS,α-lactalbumin,C0022912,"Amino Acid, Peptide, or Protein",False,True
1137,galactokinase,C0016937,"Amino Acid, Peptide, or Protein",PERFORMS,phosphorylate,C0031715,Molecular Function,False,True
1137,blood,C0005767,Body Substance,LOCATION_OF,galactose,C0016945,Organic Chemical,False,True
1137,urine,C0042036,Body Substance,LOCATION_OF,galactose,C0016945,Organic Chemical,False,True
1140,pentose phosphate pathway,C0030892,Molecular Function,PRODUCES,nadph,C0027303,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
1140,pentose phosphate pathway,C0030892,Molecular Function,PRODUCES,ribose 5-phosphate,C0140515,Organic Chemical,False,True
1142,pentose phosphate pathway,C0030892,Molecular Function,PRODUCES,ribulose 5-phosphate,C0073350,Organic Chemical,False,True
1144,glucose 6-phosphate dehydrogenase,C1333652,Gene or Genome,PERFORMS,oxidation,C0030011,Molecular Function,False,True
1145,6-phosphogluconolactone hydrolase,C1149817,Molecular Function,PERFORMS,6-phosphogluconolactone,C0756485,Organic Chemical,False,True
1145,6-phosphogluconate dehydrogenase,C0031654,"Amino Acid, Peptide, or Protein",PERFORMS,6-phosphogluconate,C4547213,Organic Chemical,False,True
1149,tpp,C0039848,Organic Chemical,INGREDIENT_OF,multienzyme complexes pyruvate dehydrogenase,C0034344,"Amino Acid, Peptide, or Protein",False,True
1157,enzymes,C0014442,"Amino Acid, Peptide, or Protein",PREVENTS,toxic effects,C0600688,Injury or Poisoning,False,True
1161,monooxygenases,C0020364,"Amino Acid, Peptide, or Protein",PRODUCES,steroid hormones,C0301818,Organic Chemical,False,True
1163,microsomal cyp monooxygenase system,C0003927,"Amino Acid, Peptide, or Protein",PHYSICALLY_RELATED_TO,membrane,C0025255,Tissue,False,True
1163,microsomal cyp monooxygenase system,C0003927,"Amino Acid, Peptide, or Protein",PERFORMS,detoxification,C0025516,Organism Function,False,True
1169,leukocyte cell membrane,C0023516,Cell,LOCATION_OF,nadph oxidase,C0068355,"Amino Acid, Peptide, or Protein",False,True
1173,nitric oxide,C0028128,Pharmacologic Substance,CAUSES,vasodilation,C0042401,Organ or Tissue Function,False,True
1173,nitric oxide,C0028128,Pharmacologic Substance,PREVENTS,platelet aggregation,C0032176,Cell Function,False,True
1173,nitric oxide,C0028128,Pharmacologic Substance,IS_A,neurotransmitter,C0027908,Biologically Active Substance,False,True
1173,enos,C0669365,"Amino Acid, Peptide, or Protein",PRODUCES,nitric oxide,C0028128,Pharmacologic Substance,False,True
1173,nnos,C0907533,"Amino Acid, Peptide, or Protein",PRODUCES,nitric oxide,C0028128,Pharmacologic Substance,False,True
1175,vasodilator nitrates,C0042402,Pharmacologic Substance,PRODUCES,nitric oxide,C0028128,Pharmacologic Substance,False,True
1175,cgmp,C0018338,"Nucleic Acid, Nucleoside, or Nucleotide",CAUSES,protein kinase g,C0010536,"Amino Acid, Peptide, or Protein",False,True
1178,nitric oxide,C0028128,Pharmacologic Substance,PREVENTS,platelet adhesion,C0032174,Cell Function,False,True
1180,g6pd deficiency,C2939465,Disease or Syndrome,CAUSES,hemolytic anemia,C0002878,Disease or Syndrome,False,True
1186,oxidant drugs,C0085403,Chemical Viewed Functionally,PRODUCES,hemolytic anemia,C0002878,Disease or Syndrome,False,True
1186,antibiotics,C0003232,Antibiotic,PRODUCES,hemolytic anemia,C0002878,Disease or Syndrome,False,True
1186,sulfamethoxazole,C0038689,Organic Chemical,PRODUCES,hemolytic anemia,C0002878,Disease or Syndrome,False,True
1186,chloramphenicol,C0008168,Organic Chemical,PRODUCES,hemolytic anemia,C0002878,Disease or Syndrome,False,True
1186,antimalarials,C0003374,Pharmacologic Substance,PRODUCES,hemolytic anemia,C0002878,Disease or Syndrome,False,True
1186,primaquine,C0033126,Organic Chemical,PRODUCES,hemolytic anemia,C0002878,Disease or Syndrome,False,True
1186,antipyretics,C0003419,Pharmacologic Substance,PRODUCES,hemolytic anemia,C0002878,Disease or Syndrome,False,True
1186,acetanilide,C0000973,Organic Chemical,PRODUCES,hemolytic anemia,C0002878,Disease or Syndrome,False,True
1190,infection,C0009450,Disease or Syndrome,CAUSES,hemolysis,C0019054,Pathologic Function,False,True
1190,inflammatory response,C1155266,Pathologic Function,PRODUCES,free radicals,C0016693,Inorganic Chemical,False,True
1192,point mutations,C0162735,Cell or Molecular Dysfunction,CAUSES,g6pd variants,C0017757,"Amino Acid, Peptide, or Protein",False,True
1192,mutations,C0026882,Genetic Function,CAUSES,decreased catalytic activity,C0243102,Molecular Function,False,True
1194,mutations,C0026882,Genetic Function,CAUSES,g6pd deficiency,C2939465,Disease or Syndrome,False,True
1196,nadph oxidase,C0068355,"Amino Acid, Peptide, or Protein",USES,nadph,C0027303,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
1196,myeloperoxidase,C0027021,"Amino Acid, Peptide, or Protein",PRODUCES,bactericidal hypochlorous acid,C0020600,Inorganic Chemical,False,True
1196,no,C0028128,Pharmacologic Substance,PREVENTS,platelet aggregation,C0032176,Cell Function,False,True
1204,endothelial nitric oxide synthase,C0669365,"Amino Acid, Peptide, or Protein",CAUSES,nitric oxide,C0028128,Pharmacologic Substance,False,True
1208,overproduction,C0001622,Disease or Syndrome,CAUSES,vasodilation,C0042401,Organ or Tissue Function,False,True
1208,endothelial enzyme,C0669365,"Amino Acid, Peptide, or Protein",PRODUCES,nitric oxide,C0028128,Pharmacologic Substance,False,True
1208,nos,C0132555,"Amino Acid, Peptide, or Protein",USES,arginine,C0003765,"Amino Acid, Peptide, or Protein",False,True
1214,cyp enzymes,C0014442,"Amino Acid, Peptide, or Protein",CONTAINS,heme,C0018966,Organic Chemical,False,True
1214,nitric oxide synthase isozymes,C0132555,"Amino Acid, Peptide, or Protein",CONTAINS,heme,C0018966,Organic Chemical,False,True
1219,glucose 6-phosphatase,C0017755,"Amino Acid, Peptide, or Protein",AFFECTS,glucose 6-phosphate,C0017761,Organic Chemical,False,True
1228,gag,C0017346,Gene or Genome,CONSISTS_OF,disaccharide unit,C0012611,Organic Chemical,False,True
1232,gag,C0017346,Gene or Genome,CONNECTED_TO,protein,C0033684,"Amino Acid, Peptide, or Protein",False,True
1234,ecm,C0015350,Tissue,LOCATION_OF,proteoglycans,C0033692,"Amino Acid, Peptide, or Protein",False,True
1234,cells,C0007634,Cell,LOCATION_OF,proteoglycans,C0033692,"Amino Acid, Peptide, or Protein",False,True
1237,cartilage proteoglycans,C0081487,"Amino Acid, Peptide, or Protein",CONTAINS,chondroitin sulfate,C0008466,Organic Chemical,False,True
1237,cartilage proteoglycans,C0081487,"Amino Acid, Peptide, or Protein",CONTAINS,keratan sulfate,C0022563,Organic Chemical,False,True
1237,proteoglycans,C0033692,"Amino Acid, Peptide, or Protein",PART_OF,gene families,C0015576,Family Group,False,True
1243,amino sugars,C0002531,Organic Chemical,PART_OF,glycoconjugates,C0017906,Organic Chemical,False,True
1243,synthetic pathway,C1721101,Molecular Function,OCCURS_IN,connective tissues,C0009780,Tissue,False,True
1244,fructose 6-phosphate,C2610745,Molecular Function,INGREDIENT_OF,n-acetylglucosamine,C0001056,Organic Chemical,False,True
1244,udp-galnac,C1539554,Gene or Genome,RESULT_OF,udp-glcnac,C1156867,Molecular Function,False,True
1248,glucuronic acid,C0061444,Organic Chemical,PART_OF,gag,C0017346,Gene or Genome,False,True
1250,oxidation,C0030011,Molecular Function,PRODUCES,udp-glucuronic acid,C0061444,Organic Chemical,False,True
1257,sulfate,C0038720,Inorganic Chemical,INGREDIENT_OF,paps,C0031631,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
1262,vesicle,C0333262,Anatomical Abnormality,CONNECTED_TO,lysosome,C0024369,Cell Component,False,True
1264,endoglycosidases,C3537242,"Amino Acid, Peptide, or Protein",PRODUCES,oligosaccharides,C0028959,Organic Chemical,False,True
1267,gag,C0017346,Gene or Genome,LOCATION_OF,tissues,C0040300,Tissue,False,True
1267,transplanted macrophages,C0040732,Therapeutic or Preventive Procedure,PRODUCES,enzymes,C0014442,"Amino Acid, Peptide, or Protein",False,True
1269,glycoproteins,C0017968,"Amino Acid, Peptide, or Protein",IS_A,proteins,C0033684,"Amino Acid, Peptide, or Protein",False,True
1269,glycoproteins,C0017968,"Amino Acid, Peptide, or Protein",CONTAINS,carbohydrate,C0007004,Organic Chemical,False,True
1271,oligosaccharide,C0028959,Organic Chemical,PART_OF,glycoproteins,C0017968,"Amino Acid, Peptide, or Protein",False,True
1273,amide group,C1879694,Organic Chemical,PART_OF,asparagine side chain,C0003995,"Amino Acid, Peptide, or Protein",False,True
1273,hydroxyl group,C0700307,Inorganic Chemical,PART_OF,serine,C0036720,"Amino Acid, Peptide, or Protein",False,True
1279,complex oligosaccharides,C0028959,Organic Chemical,CONTAINS,sugars,C0242209,Organic Chemical,False,True
1279,high-mannose oligosaccharides,C0028959,Organic Chemical,CONTAINS,mannose,C0024742,Organic Chemical,False,True
1284,gdp-mannose,C1156340,Molecular Function,PRODUCES,gdp-l-fucose,C1156331,Molecular Function,False,True
1286,glycosyltransferases,C0085249,"Amino Acid, Peptide, or Protein",CONNECTED_TO,membranes,C0025255,Tissue,False,True
1290,dolichol,C0012990,Organic Chemical,CONNECTED_TO,oligosaccharide,C0028959,Organic Chemical,False,True
1290,tunicamycin,C0041385,"Nucleic Acid, Nucleoside, or Nucleotide",PREVENTS,n-linked glycosylation,C1622430,Molecular Function,False,True
1293,sugars,C0242209,Organic Chemical,PRODUCES,complex glycoprotein,C4235135,Cell Component,False,True
1294,receptors,C0597357,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,mannose 6-phosphate residues,C0065688,Organic Chemical,False,True
1299,gag,C0017346,Gene or Genome,LOCATION_OF,golgi,C0018042,Cell Component,False,True
1303,enzymes,C0014442,"Amino Acid, Peptide, or Protein",LOCATION_OF,lysosomes,C0024369,Cell Component,False,True
1305,synthesis,C0220781,Biologic Function,PRODUCES,proteolytic enzymes,C0030940,"Amino Acid, Peptide, or Protein",False,True
1306,synthesis,C0220781,Biologic Function,PRODUCES,core proteins,C2350415,"Amino Acid, Peptide, or Protein",False,True
1307,synthesis,C0220781,Biologic Function,PRODUCES,heteropolysaccharides,C1817556,Molecular Function,False,True
1308,deficiencies,C0268487,Disease or Syndrome,CAUSES,mucopolysaccharidoses,C0026703,Disease or Syndrome,False,True
1308,lysosomal acid hydrolases,C1412132,Gene or Genome,PERFORMS,degradation,C0243125,Organism Function,False,True
1308,enzyme,C0014442,"Amino Acid, Peptide, or Protein",LOCATION_OF,lysosome,C0024369,Cell Component,False,True
1323,urine,C0042036,Body Substance,CONTAINS,dermatan sulfate,C0011602,Organic Chemical,False,True
1323,urine,C0042036,Body Substance,CONTAINS,heparan sulfate,C0019143,Organic Chemical,False,True
1328,glycosyltransferases,C0085249,"Amino Acid, Peptide, or Protein",IS_A,enzymes,C0014442,"Amino Acid, Peptide, or Protein",False,True
1330,glycoproteins,C0017968,"Amino Acid, Peptide, or Protein",CONTAINS,oligosaccharide chains,C0028959,Organic Chemical,False,True
1330,proteoglycans,C0033692,"Amino Acid, Peptide, or Protein",CONTAINS,glycosaminoglycan,C0017973,Organic Chemical,False,True
1330,gag,C0017346,Gene or Genome,IS_A,complexes,C1704241,Chemical Viewed Structurally,False,True
1330,complexes,C1704241,Chemical Viewed Structurally,CONTAINS,heteropolysaccharides,C1817556,Molecular Function,False,True
1333,body lipids,C0230704,Cell Component,PART_OF,lipids,C0023779,Organic Chemical,False,True
1333,droplets,C0230704,Cell Component,CONTAINS,triacylglycerol,C0041004,Organic Chemical,False,True
1337,lingual lipase,C0023764,"Amino Acid, Peptide, or Protein",PERFORMS,fa,C0015625,Disease or Syndrome,False,True
1339,mutations,C0026882,Genetic Function,CAUSES,cf,C0010674,Disease or Syndrome,False,True
1339,cftr,C1413365,Gene or Genome,PERFORMS,chloride channel,,"Amino Acid, Peptide, or Protein",False,True
1342,gallbladder,C0016976,"Body Part, Organ, or Organ Component",CONTAINS,bile salts,C0005404,Organic Chemical,False,True
1343,pancreatic enzymes,C0920330,"Amino Acid, Peptide, or Protein",PERFORMS,d. degradation,C0699900,Organism Function,False,True
1344,digested,C0868946,Physiologic Function,OCCURS_IN,small intestine,C0021852,"Body Part, Organ, or Organ Component",False,True
1346,hydrolysis,C0020291,Natural Phenomenon or Process,PRODUCES,ffa,C0015688,Organic Chemical,False,True
1348,pancreatic cholesteryl ester hydrolase,C0008385,"Amino Acid, Peptide, or Protein",PRODUCES,ffa,C0015688,Organic Chemical,False,True
1353,ileum,C0020885,"Body Part, Organ, or Organ Component",LOCATION_OF,bile salts,C0005404,Organic Chemical,False,True
1355,acyltransferases,C0001390,"Amino Acid, Peptide, or Protein",PRODUCES,tag,C0037293,Neoplastic Process,False,True
1357,cf,C0010674,Disease or Syndrome,CAUSES,poor digestion,C0012238,Organism Function,False,True
1357,short bowel syndrome,C0036992,Disease or Syndrome,CAUSES,decreased absorption,C2347023,Organism Function,False,True
1360,chylomicrons,C0008731,"Amino Acid, Peptide, or Protein",TRAVERSES,lymphatic system,C0024235,Body System,False,True
1362,lipoprotein lipase,C0023816,"Amino Acid, Peptide, or Protein",PRODUCES,ffa,C0015688,Organic Chemical,False,True
1362,lipoprotein lipase,C0023816,"Amino Acid, Peptide, or Protein",PRODUCES,glycerol,C0017861,Organic Chemical,False,True
1375,peptide hormone secretin,C1154416,Cell Function,CAUSES,gallbladder,C0016976,"Body Part, Organ, or Organ Component",False,True
1375,peptide hormone secretin,C1154416,Cell Function,CAUSES,bile,C0005388,Body Substance,False,True
1380,dietary triacylglycerol,C0041004,Organic Chemical,PRODUCES,free fatty acids,C0015688,Organic Chemical,False,True
1380,dietary triacylglycerol,C0041004,Organic Chemical,PRODUCES,glycerol,C0017861,Organic Chemical,False,True
1383,d. deficiencies,C0268487,Disease or Syndrome,CAUSES,chylomicrons,C0008731,"Amino Acid, Peptide, or Protein",False,True
1384,tag,C0037293,Neoplastic Process,OCCURS_IN,duodenum,C0013303,"Body Part, Organ, or Organ Component",False,True
1388,fatty acids,C0015684,Organic Chemical,PART_OF,membrane lipids,C0025249,Organic Chemical,False,True
1388,body,,,CONTAINS,esterified fatty acids,C0369212,Organic Chemical,False,True
1390,fatty acid,C0015684,Organic Chemical,CONSISTS_OF,hydrophobic hydrocarbon chain,C0020242,Organic Chemical,False,True
1403,acetyl coa carboxylase,C0001022,"Amino Acid, Peptide, or Protein",PERFORMS,carboxylation,C0178529,Natural Phenomenon or Process,False,True
1409,fatty acid synthase,C0015923,Disease or Syndrome,PERFORMS,fatty acid synthesis,C0596562,Molecular Function,False,True
1440,triacylglycerol,C0041004,Organic Chemical,LOCATION_OF,white adipocytes,C1720858,Cell,False,True
1441,glucose,C0017725,Organic Chemical,PRODUCES,glycerol 3-phosphate,C0051369,Organic Chemical,False,True
1446,tag,C0037293,Neoplastic Process,PART_OF,fat droplets,C0230704,Cell Component,False,True
1446,very-low-density lipoproteins,C0023825,"Amino Acid, Peptide, or Protein",LOCATION_OF,blood,C0005767,Body Substance,False,True
1448,tag,C0037293,Neoplastic Process,PRODUCES,metabolic energy,C0014272,Physiologic Function,False,True
1448,oxidation,C0030011,Molecular Function,PRODUCES,h2o,C0043047,Pharmacologic Substance,False,True
1450,lipases,C0023764,"Amino Acid, Peptide, or Protein",PERFORMS,lipolysis,C0023796,Organism Function,False,True
1451,adenylyl cyclase,C1155418,Molecular Function,PRODUCES,camp,C0001455,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
1453,glycerol 3-phosphate,C0051369,Organic Chemical,PRODUCES,tag,C0037293,Neoplastic Process,False,True
1453,glycerol 3-phosphate,C0051369,Organic Chemical,PRODUCES,dhap,C0012324,Organic Chemical,False,True
1463,muscle tissue,C0026845,Tissue,CONTAINS,mitochondrial isozyme,C0026237,Cell Component,False,True
1463,mitochondrial isozyme,C0026237,Cell Component,PART_OF,acc2,C1412105,Gene or Genome,False,True
1463,liver,C0023884,"Body Part, Organ, or Organ Component",CONTAINS,isozymes,C0022173,"Amino Acid, Peptide, or Protein",False,True
1469,β-oxidation reactions,C0030012,Molecular Function,CONSISTS_OF,sequence,C0004793,Nucleotide Sequence,False,True
1469,hepatic ketogenesis,C0266258,Congenital Abnormality,USES,acetyl coa,C0001026,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
1476,propionyl coa,C1123015,"Amino Acid, Peptide, or Protein",PRODUCES,d-methylmalonyl coa,C0025789,"Amino Acid, Peptide, or Protein",False,True
1480,l-methylmalonyl coa,C0025789,"Amino Acid, Peptide, or Protein",PRODUCES,succinyl coa,C0075444,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
1482,peroxisomes,C0752063,Cell Component,LOCATION_OF,synthetase,C0023689,"Amino Acid, Peptide, or Protein",False,True
1482,mitochondrion,C0026237,Cell Component,LOCATION_OF,fatty acid,C0015684,Organic Chemical,False,True
1484,phytanoyl coa α-hydroxylase,C3253651,"Amino Acid, Peptide, or Protein",PERFORMS,branched-chain phytanic acid,C0002521,"Amino Acid, Peptide, or Protein",False,True
1484,pristanal,C0664634,Organic Chemical,PRODUCES,pristanic acid,C0071987,Organic Chemical,False,True
1484,dietary restriction,C0425422,Health Care Activity,PREVENTS,disease progression,C0242656,Pathologic Function,False,True
1488,acetyl coa,C0001026,"Nucleic Acid, Nucleoside, or Nucleotide",DISRUPTS,pyruvate dehydrogenase,C0034343,"Amino Acid, Peptide, or Protein",False,True
1490,hmg coa lyase,C0268601,Disease or Syndrome,PRODUCES,acetoacetate,C0000988,Organic Chemical,False,True
1490,hmg coa lyase,C0268601,Disease or Syndrome,PRODUCES,acetyl coa,C0001026,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
1490,acetoacetate,C0000988,Organic Chemical,PRODUCES,acetone,C0001002,Organic Chemical,False,True
1492,3-hydroxybutyrate dehydrogenase,C0020331,"Amino Acid, Peptide, or Protein",PRODUCES,acetoacetate,C0000988,Organic Chemical,False,True
1494,carboxyl group,C0596260,Organic Chemical,PART_OF,ketone body,C0022631,Organic Chemical,False,True
1495,acetone,C0001002,Organic Chemical,PRODUCES,odor,C0028884,Natural Phenomenon or Process,False,True
1497,fatty acids,C0015684,Organic Chemical,OCCURS_IN,smooth endoplasmic reticulum,C0230789,Cell Component,False,True
1502,carboxylate end,C0178528,Organic Chemical,PART_OF,fatty acid,C0015684,Organic Chemical,False,True
1508,carnitine transporter,C1159794,Cell Function,DISRUPTS,fatty acid oxidation,C1158366,Molecular Function,False,True
1508,carnitine transporter,C1159794,Cell Function,DISRUPTS,ketogenesis,C0599816,Molecular Function,False,True
1508,adipose triglyceride lipase,C1538686,Gene or Genome,DISRUPTS,fatty acid,C0015684,Organic Chemical,False,True
1515,arachidonic acid,C0003695,Organic Chemical,INGREDIENT_OF,d. prostaglandins,C0033554,Organic Chemical,False,True
1515,linoleic acid,C0023749,Organic Chemical,INGREDIENT_OF,arachidonic acid,C0003695,Organic Chemical,False,True
1519,acetyl coenzyme a,C0001026,"Nucleic Acid, Nucleoside, or Nucleotide",PRODUCES,acetoacetate,C0000988,Organic Chemical,False,True
1521,acetoacetate,C0000988,Organic Chemical,IS_A,ketone body,C0022631,Organic Chemical,False,True
1523,peroxisome,C0752063,Cell Component,LOCATION_OF,matrix proteins,C0042731,"Amino Acid, Peptide, or Protein",False,True
1527,phospholipids,C0031676,Organic Chemical,CONSISTS_OF,alcohol,C0001962,Organic Chemical,False,True
1527,phospholipids,C0031676,Organic Chemical,CONSISTS_OF,phosphodiester bond,C0031640,"Amino Acid, Peptide, or Protein",False,True
1527,phospholipids,C0031676,Organic Chemical,CONSISTS_OF,diacylglycerol,C0011967,Organic Chemical,False,True
1527,phospholipids,C0031676,Organic Chemical,CONSISTS_OF,sphingosine,C0037907,Organic Chemical,False,True
1527,phospholipids,C0031676,Organic Chemical,PART_OF,cell membranes,C0007603,Cell Component,False,True
1529,phospholipids,C0031676,Organic Chemical,PART_OF,membranes,C0025255,Tissue,False,True
1531,glycerophospholipids,C0162448,Organic Chemical,IS_A,phospholipids,C0031676,Organic Chemical,False,True
1531,glycerophospholipids,C0162448,Organic Chemical,CONTAINS,phosphatidic acid,C0031610,Organic Chemical,False,True
1534,antibodies,C0003241,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,cardiolipin,C0007188,Organic Chemical,False,True
1535,platelet-activating factor,C0032172,Organic Chemical,AFFECTS,inflammatory cells,C0007634,Cell,False,True
1535,platelet-activating factor,C0032172,Organic Chemical,CAUSES,platelets,C0005821,Cell,False,True
1537,sphingosine,C0037907,Organic Chemical,PRODUCES,ceramide,C0007745,Organic Chemical,False,True
1537,sphingomyelin,C0037906,Organic Chemical,PART_OF,myelin sheath,C0026973,Cell Component,False,True
1539,phosphatidic acid,C0031610,Organic Chemical,INGREDIENT_OF,glycerophospholipid synthesis,C1157378,Molecular Function,False,True
1541,phosphatidic acid,C0031610,Organic Chemical,INGREDIENT_OF,glycerophospholipids,C0162448,Organic Chemical,False,True
1541,phosphatidic acid,C0031610,Organic Chemical,INGREDIENT_OF,triacylglycerol,C0041004,Organic Chemical,False,True
1542,tag synthesis,C0220781,Biologic Function,OCCURS_IN,liver,C0023884,"Body Part, Organ, or Organ Component",False,True
1544,phosphatidylcholine,C1959616,Organic Chemical,LOCATION_OF,eukaryotic cells,C0015161,Cell,False,True
1544,phosphatidylethanolamine,C0031618,Organic Chemical,LOCATION_OF,eukaryotic cells,C0015161,Cell,False,True
1544,synthesis,C0220781,Biologic Function,USES,choline,C0008405,Organic Chemical,False,True
1544,synthesis,C0220781,Biologic Function,USES,ethanolamine,C0014983,Organic Chemical,False,True
1549,ps decarboxylase,C0007054,"Amino Acid, Peptide, or Protein",PRODUCES,phosphatidylethanolamine,C0031618,Organic Chemical,False,True
1549,phosphatidylethanolamine,C0031618,Organic Chemical,PRODUCES,phosphatidylcholine,C1959616,Organic Chemical,False,True
1551,ps synthesis,C0220781,Biologic Function,USES,phosphatidylethanolamine,C0031618,Organic Chemical,False,True
1551,ps synthesis,C0220781,Biologic Function,PRODUCES,phosphatidylserine,C0301704,Organic Chemical,False,True
1555,capillary endothelial cells,C1180238,Cell,LOCATION_OF,lipoprotein lipase,C0023816,"Amino Acid, Peptide, or Protein",False,True
1557,mitochondrial membranes,C0596952,Cell Component,LOCATION_OF,phosphatidylglycerol,C0031614,Organic Chemical,False,True
1563,phospholipases,C0031671,"Amino Acid, Peptide, or Protein",PERFORMS,degradation,C0243125,Organism Function,False,True
1563,pathogenic bacteria,C0450254,Organism,PRODUCES,phospholipases,C0031671,"Amino Acid, Peptide, or Protein",False,True
1565,phospholipases,C0031671,"Amino Acid, Peptide, or Protein",PRODUCES,second messengers,C0036522,Molecular Function,False,True
1574,ceramide,C0007745,Organic Chemical,CONTAINS,monosaccharide,C0026492,Organic Chemical,False,True
1574,carbohydrate moieties,C0007004,Organic Chemical,AFFECTS,glycosphingolipid,C0017978,Organic Chemical,False,True
1576,cerebrosides,C0007805,Organic Chemical,CONSISTS_OF,ceramide,C0007745,Organic Chemical,False,True
1576,cerebrosides,C0007805,Organic Chemical,CONSISTS_OF,monosaccharide,C0026492,Organic Chemical,False,True
1576,galactocerebroside,C0060955,Organic Chemical,IS_A,cerebroside,C0007805,Organic Chemical,False,True
1576,brain,C0006104,"Body Part, Organ, or Organ Component",LOCATION_OF,cerebrosides,C0007805,Organic Chemical,False,True
1576,peripheral nerves,C0031119,"Body Part, Organ, or Organ Component",LOCATION_OF,cerebrosides,C0007805,Organic Chemical,False,True
1576,myelin sheath,C0026973,Cell Component,LOCATION_OF,cerebrosides,C0007805,Organic Chemical,False,True
1576,glucocerebroside,C0017770,Organic Chemical,PRODUCES,ceramide oligosaccharides,C0028959,Organic Chemical,False,True
1580,ganglion cells,C0228071,Cell,LOCATION_OF,gangliosides,C0017082,Organic Chemical,False,True
1580,gangliosides,C0017082,Organic Chemical,DERIVATIVE_OF,ceramide oligosaccharides,C0028959,Organic Chemical,False,True
1580,gangliosides,C0017082,Organic Chemical,CONTAINS,nana,C1080692,Plant,False,True
1582,brain,C0006104,"Body Part, Organ, or Organ Component",LOCATION_OF,sulfatides,C0038727,Organic Chemical,False,True
