paragraph_id,subject,subject_cui,subject_type,relation,object,object_cui,object_type,rule_valid,gemini_verdict
3261,rna polymerase iii,C0035680,"Amino Acid, Peptide, or Protein",PRODUCES,trna,C0035711,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3261,rna polymerase iii,C0035680,"Amino Acid, Peptide, or Protein",PRODUCES,5s rrna,C0035707,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3261,rna polymerase iii,C0035680,"Amino Acid, Peptide, or Protein",PRODUCES,snrna,C0035709,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3261,rna polymerase iii,C0035680,"Amino Acid, Peptide, or Protein",PRODUCES,snorna,C0751969,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3264,pre-rrna,C1148885,Genetic Function,PRODUCES,rrna,C0035701,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3264,ribonucleases,C0035542,"Amino Acid, Peptide, or Protein",PRODUCES,rrna,C0035701,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3268,rna pol ii,C0035679,"Amino Acid, Peptide, or Protein",PRODUCES,hnrna,C0035695,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3271,polyadenylate polymerase,C0032401,"Amino Acid, Peptide, or Protein",USES,atp,C0001480,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3273,splicing,C0035687,Genetic Function,PART_OF,maturation,C0678723,Organism Function,False,True
3273,spliceosome,C0162771,Cell Component,PERFORMS,splicing,C0035687,Genetic Function,False,True
3274,snrnp,C0142661,"Amino Acid, Peptide, or Protein",PERFORMS,splicing,C0035687,Genetic Function,False,True
3279,trna,C0035711,"Nucleic Acid, Nucleoside, or Nucleotide",PERFORMS,amino acid,C0002520,"Amino Acid, Peptide, or Protein",False,True
3279,rna polymerase,C0035681,"Amino Acid, Peptide, or Protein",PERFORMS,rna,C0035668,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3279,sigma factor,C0599220,"Amino Acid, Peptide, or Protein",PART_OF,core enzyme,C0014442,"Amino Acid, Peptide, or Protein",False,True
3279,rna pol i,C0035678,"Amino Acid, Peptide, or Protein",PERFORMS,rrna,C0035701,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3279,rna pol ii,C0035679,"Amino Acid, Peptide, or Protein",PERFORMS,mrna,C0035696,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3279,rna pol iii,C0035679,"Amino Acid, Peptide, or Protein",PERFORMS,trna,C0035711,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3279,transcription factors,C0040648,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,core promoters,C0086860,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3287,mutation,C0026882,Genetic Function,PRODUCES,splice-acceptor site,C1706692,Nucleotide Sequence,False,True
3287,nucleotides,C0028630,"Nucleic Acid, Nucleoside, or Nucleotide",PART_OF,coding region,C0079941,Gene or Genome,False,True
3287,nucleotides,C0028630,"Nucleic Acid, Nucleoside, or Nucleotide",PART_OF,exon 2,C0015295,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3288,patient’s gene,C0030705,Patient or Disabled Group,CONTAINS,mutation,C0026882,Genetic Function,False,True
3288,mutation,C0026882,Genetic Function,PART_OF,promoter region,C0033413,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3294,dystrophin messenger rna,C0035696,"Nucleic Acid, Nucleoside, or Nucleotide",CAUSES,dystrophin protein,C0115220,"Amino Acid, Peptide, or Protein",False,True
3301,promoters,C0086860,"Nucleic Acid, Nucleoside, or Nucleotide",CONTAINS,sequences,C0162326,Nucleotide Sequence,False,True
3322,termination codons,C0242611,Nucleotide Sequence,DISRUPTS,synthesis,C0220781,Biologic Function,False,True
3324,mutation,C0026882,Genetic Function,CAUSES,protein sequences,C0002518,Amino Acid Sequence,False,True
3326,codon,C0009221,Nucleotide Sequence,PRODUCES,amino acid,C0002520,"Amino Acid, Peptide, or Protein",False,True
3329,codon,C0009221,Nucleotide Sequence,PRODUCES,arginine,C0003765,"Amino Acid, Peptide, or Protein",False,True
3331,codon,C0009221,Nucleotide Sequence,CONTAINS,base,C0178499,Chemical Viewed Functionally,False,True
3333,single nucleotide base,C5236477,Nucleotide Sequence,IS_A,point mutation,C0026882,Genetic Function,False,True
3339,termination codon,C0009221,Nucleotide Sequence,CAUSES,premature termination,C0544885,Cell or Molecular Dysfunction,False,True
3340,mutations,C0026882,Genetic Function,AFFECTS,protein,C0033684,"Amino Acid, Peptide, or Protein",False,True
3341,insertion,C0021107,Therapeutic or Preventive Procedure,CAUSES,huntington disease,C0020179,Disease or Syndrome,False,True
3342,mutations,C0026882,Genetic Function,PRODUCES,proteins,C0033684,"Amino Acid, Peptide, or Protein",False,True
3342,splicing,C0035687,Genetic Function,CAUSES,gene silencing,C0598496,Genetic Function,False,True
3343,δf508 mutation,C0026882,Genetic Function,PREVENTS,folding,C0185026,Therapeutic or Preventive Procedure,False,True
3352,anticodon,C0003284,"Nucleic Acid, Nucleoside, or Nucleotide",INTERACTS_WITH,codon,C0009221,Nucleotide Sequence,False,True
3354,aminoacyl-trna synthetases,C0002529,"Amino Acid, Peptide, or Protein",PERFORMS,attachment,C0185023,Therapeutic or Preventive Procedure,False,True
3354,aminoacyl-trna synthetases,C0002529,"Amino Acid, Peptide, or Protein",USES,atp,C0001480,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3359,ribosome,C0035553,Cell Component,CONSISTS_OF,protein,C0033684,"Amino Acid, Peptide, or Protein",False,True
3359,ribosome,C0035553,Cell Component,CONSISTS_OF,rrna,C0035701,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3360,small ribosomal subunit,C1167012,Cell Component,INTERACTS_WITH,mrna,C0035696,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3366,ribosome,C0035553,Cell Component,CONTAINS,binding sites,C0005456,Receptor,False,True
3367,ribosome,C0035553,Cell Component,SPATIALLY_RELATED_TO,endoplasmic reticulum,C0014239,Cell Component,False,True
3367,mitochondria,C0026237,Cell Component,CONTAINS,ribosomes,C0035553,Cell Component,False,True
3388,peptidyltransferase,C0030962,"Amino Acid, Peptide, or Protein",PERFORMS,peptide-bond formation,C1327133,Molecular Function,False,True
3390,rf-1,C1421639,Gene or Genome,INTERACTS_WITH,uaa,C0724040,Organic Chemical,False,True
3390,erf,C1308189,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,termination codons,C0242611,Nucleotide Sequence,False,True
3392,phosphorylated eif-2,C0031715,Molecular Function,IS_A,eif-2,C0013729,"Amino Acid, Peptide, or Protein",False,True
3394,chaperones,C0243041,"Amino Acid, Peptide, or Protein",AFFECTS,folding,C0185026,Therapeutic or Preventive Procedure,False,True
3396,protein synthesis,C0597295,Molecular Function,OCCURS_IN,cytoplasm,C0010834,Cell Component,False,True
3396,proteins,C0033684,"Amino Acid, Peptide, or Protein",CONTAINS,amino acid sequences,C0002518,Amino Acid Sequence,False,True
3396,protein,C0033684,"Amino Acid, Peptide, or Protein",TRAVERSES,rer,C0230779,Cell Component,False,True
3396,protein,C0033684,"Amino Acid, Peptide, or Protein",TRAVERSES,golgi,C0018042,Cell Component,False,True
3396,nuclear proteins,C0028589,"Amino Acid, Peptide, or Protein",CONTAINS,nuclear localization signal,C1659110,Cell Function,False,True
3396,mitochondrial matrix proteins,C0949610,"Amino Acid, Peptide, or Protein",CONTAINS,mitochondrial entry sequence,C1510874,Amino Acid Sequence,False,True
3400,endoproteases,C0030940,"Amino Acid, Peptide, or Protein",CAUSES,release,C0030685,Health Care Activity,False,True
3402,covalent attachment,C0185023,Therapeutic or Preventive Procedure,AFFECTS,protein function,C0815043,"Amino Acid, Peptide, or Protein",False,True
3404,hydroxyl groups,C0700307,Inorganic Chemical,LOCATION_OF,phosphorylation,C0031715,Molecular Function,False,True
3404,phosphorylation,C0031715,Molecular Function,AFFECTS,functional activity,C0695584,Therapeutic or Preventive Procedure,False,True
3406,rer,C0230779,Cell Component,LOCATION_OF,n-glycosylation,C0017982,Natural Phenomenon or Process,False,True
3406,golgi,C0018042,Cell Component,LOCATION_OF,o-glycosylation,C0017982,Natural Phenomenon or Process,False,True
3408,hydroxylases,C0020364,"Amino Acid, Peptide, or Protein",CAUSES,hydroxylation,C0020365,Natural Phenomenon or Process,False,True
3408,rer,C0230779,Cell Component,LOCATION_OF,hydroxylation,C0020365,Natural Phenomenon or Process,False,True
3410,attachment,C0185023,Therapeutic or Preventive Procedure,AFFECTS,anchor proteins,C0872014,"Amino Acid, Peptide, or Protein",False,True
3412,misfolding,C2718001,Disease or Syndrome,CAUSES,proteasomal degradation,C3824143,Molecular Function,False,True
3414,codons,C0009221,Nucleotide Sequence,CONSISTS_OF,nucleotide bases,C0028630,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3414,cytosol,C1383501,Cell Component,LOCATION_OF,proteasome,C0208355,"Amino Acid, Peptide, or Protein",False,True
3414,ribosomes,C0035553,Cell Component,CONSISTS_OF,proteins,C0033684,"Amino Acid, Peptide, or Protein",False,True
3414,ribosomes,C0035553,Cell Component,CONSISTS_OF,ribosomal rna,C0035701,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3423,antibiotic,C0003232,Antibiotic,AFFECTS,bacterial protein,C0004627,"Amino Acid, Peptide, or Protein",False,True
3437,∆f508 mutation,C0026882,Genetic Function,CAUSES,c0010674,C0010674,Disease or Syndrome,False,True
3443,proteasome,C0208355,"Amino Acid, Peptide, or Protein",PERFORMS,destruction,C1261381,Therapeutic or Preventive Procedure,False,True
3445,erythromycin,C0014806,Organic Chemical,INTERACTS_WITH,60s ribosomal subunit,C1622421,Cell Component,False,True
3446,puromycin,C0034145,"Nucleic Acid, Nucleoside, or Nucleotide",DISRUPTS,elongation factor-2,C1870461,"Amino Acid, Peptide, or Protein",False,True
3447,streptomycin,C0038425,Organic Chemical,INTERACTS_WITH,30s ribosomal subunit,C1956015,Cell Component,False,True
3448,tetracyclines,C0039651,Chemical Viewed Structurally,DISRUPTS,peptidyltransferase,C0030962,"Amino Acid, Peptide, or Protein",False,True
3449,streptomycin,C0038425,Organic Chemical,DISRUPTS,translation initiation,C1519613,Genetic Function,False,True
3449,erythromycin,C0014806,Organic Chemical,INTERACTS_WITH,50s ribosomal subunit,C1956015,Cell Component,False,True
3449,puromycin,C0034145,"Nucleic Acid, Nucleoside, or Nucleotide",DISRUPTS,elongation,C4725181,Cell or Molecular Dysfunction,False,True
3449,tetracyclines,C0039651,Chemical Viewed Structurally,INTERACTS_WITH,30s ribosomal subunit,C1956015,Cell Component,False,True
3449,tetracyclines,C0039651,Chemical Viewed Structurally,DISRUPTS,elongation,C4725181,Cell or Molecular Dysfunction,False,True
3456,aca,C0085762,Mental or Behavioral Dysfunction,PRODUCES,threonine,C0040005,"Amino Acid, Peptide, or Protein",False,True
3460,messenger rna,C0035696,"Nucleic Acid, Nucleoside, or Nucleotide",TRAVERSES,nucleus,C0007610,Cell Component,False,True
3460,messenger rna,C0035696,"Nucleic Acid, Nucleoside, or Nucleotide",TRAVERSES,cytoplasm,C0010834,Cell Component,False,True
3461,initiation factors,C0030943,"Amino Acid, Peptide, or Protein",PERFORMS,recognition,C0524637,Mental Process,False,True
3462,translocation,C0040715,Cell or Molecular Dysfunction,PROCESS_OF,peptidyl-trna,C0077361,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3463,prokaryotes,C0686817,Organism,USES,formylated methionine,C0027228,"Amino Acid, Peptide, or Protein",False,True
3464,aat deficiency,C0052586,Therapeutic or Preventive Procedure,RESULT_OF,impaired secretion,C0036536,Biologic Function,False,True
3470,proteins,C0033684,"Amino Acid, Peptide, or Protein",TRAVERSES,rough endoplasmic reticulum,C0230779,Cell Component,False,True
3470,proteins,C0033684,"Amino Acid, Peptide, or Protein",TRAVERSES,golgi,C0018042,Cell Component,False,True
3470,secretory vesicles,C0886515,Cell Component,CONTAINS,proteins,C0033684,"Amino Acid, Peptide, or Protein",False,True
3476,gene expression,C0017262,Genetic Function,PRODUCES,rna,C0035668,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3476,gene expression,C0017262,Genetic Function,PRODUCES,protein,C0033684,"Amino Acid, Peptide, or Protein",False,True
3476,transcription,C0040649,Genetic Function,PRODUCES,rna,C0035668,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3479,cell,C0007634,Cell,LOCATION_OF,trans-acting molecules,C0040627,"Amino Acid, Peptide, or Protein",False,True
3483,chromosome,C0008633,Cell Component,CONTAINS,structural genes,C0017366,Gene or Genome,False,True
3483,chromosome,C0008633,Cell Component,CONTAINS,cis-acting regulatory elements,C0034987,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3485,operator,C0012854,"Nucleic Acid, Nucleoside, or Nucleotide",AFFECTS,structural genes,C0017366,Gene or Genome,False,True
3485,repressor protein,C0033684,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,operator,C0012854,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3485,rna polymerase,C0035681,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,promoter,C0086860,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3485,repressor protein,C0033684,"Amino Acid, Peptide, or Protein",PREVENTS,transcription,C0040649,Genetic Function,False,True
3487,lac operon,C0022895,Gene or Genome,CONTAINS,genes,C0017337,Gene or Genome,False,True
3487,promoter region,C0033413,"Nucleic Acid, Nucleoside, or Nucleotide",PART_OF,operon,C0029073,Gene or Genome,False,True
3488,repressor protein,C0033684,"Amino Acid, Peptide, or Protein",PREVENTS,lac operon,C0022895,Gene or Genome,False,True
3490,rna polymerase,C0035678,"Amino Acid, Peptide, or Protein",PERFORMS,transcription,C0040649,Genetic Function,False,True
3490,transcription,C0040649,Genetic Function,PRODUCES,mrna,C0035696,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3498,stringent factor,C0004218,"Amino Acid, Peptide, or Protein",PRODUCES,ppgpp,C0018352,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3503,stf,C1337108,Gene or Genome,INTERACTS_WITH,genes,C0017337,Gene or Genome,False,True
3503,tad,C0057150,Therapeutic or Preventive Procedure,INTERACTS_WITH,coactivators,C1422492,Gene or Genome,False,True
3504,gal4,C1416832,Gene or Genome,INTERACTS_WITH,uasgal,C0004793,Nucleotide Sequence,False,True
3504,gal80,C0815047,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,gal4,C1416832,Gene or Genome,False,True
3506,hormones,C0019932,Hormone,INTERACTS_WITH,intracellular receptors,C1870051,"Amino Acid, Peptide, or Protein",False,True
3506,glucagon,C0017687,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,plasma membrane receptor,C0007603,Cell Component,False,True
3509,active creb protein,C0056695,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,cis-acting regulatory element,C0034987,Nucleotide Sequence,False,True
3513,alternative splicing,C0002345,Genetic Function,PRODUCES,tm isoforms,C0597298,"Amino Acid, Peptide, or Protein",False,True
3517,liver,C0023884,"Body Part, Organ, or Organ Component",LOCATION_OF,apo b mrna,C0035696,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3517,small intestine,C0021852,"Body Part, Organ, or Organ Component",LOCATION_OF,apo b mrna,C0035696,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3517,intestine,C0021853,"Body Part, Organ, or Organ Component",LOCATION_OF,apo b-48,C0103839,"Amino Acid, Peptide, or Protein",False,True
3517,liver,C0023884,"Body Part, Organ, or Organ Component",LOCATION_OF,apo b-100,C0205666,"Amino Acid, Peptide, or Protein",False,True
3520,irp,C0378503,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,ire,C5575096,Therapeutic or Preventive Procedure,False,True
3521,overproduction,C0001622,Disease or Syndrome,CAUSES,age-related macular degeneration,C0242383,Disease or Syndrome,False,True
3521,vegf,C0078058,"Amino Acid, Peptide, or Protein",CAUSES,sprouting,C1657282,Cell Function,False,True
3522,phosphorylation,C0031715,Molecular Function,DISRUPTS,translation,C0589507,Mental Process,False,True
3522,phosphorylation,C0031715,Molecular Function,PREVENTS,gdp-gtp exchange,C0120465,"Amino Acid, Peptide, or Protein",False,True
3526,active chromatin,C0008546,"Amino Acid, Peptide, or Protein",CONTAINS,histone proteins,C0019652,"Amino Acid, Peptide, or Protein",False,True
3528,gene amplification,C0017256,Genetic Function,CAUSES,resistance,C0237834,Mental Process,False,True
3531,transposase,C0076934,"Amino Acid, Peptide, or Protein",PERFORMS,movement,C0026649,Organism Function,False,True
3531,retrotransposons,C0600401,"Nucleic Acid, Nucleoside, or Nucleotide",PART_OF,transposons,C1257902,Gene or Genome,False,True
3533,complex,,,INTERACTS_WITH,dna,C0012854,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3533,glucose,C0017725,Organic Chemical,PREVENTS,camp,C0001455,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3533,lac operon,C0022895,Gene or Genome,CONTAINS,structural genes,C0017366,Gene or Genome,False,True
3541,adenylyl cyclase,C0001492,"Amino Acid, Peptide, or Protein",PRODUCES,cyclic adenosine monophosphate (camp),C0001455,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3547,cyclic adenosine monophosphate response element–binding protein,C0033618,Molecular Function,INTERACTS_WITH,dna,C0012854,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3547,repressor protein,C0035147,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,dna,C0012854,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3547,thyroid hormone nuclear receptor protein,C5672856,Molecular Function,INTERACTS_WITH,dna,C0012854,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3556,iron regulatory proteins,C0378503,"Amino Acid, Peptide, or Protein",AFFECTS,messenger rna,C0035696,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3559,iron regulatory proteins,C0378503,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,messenger rna,C0035696,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3579,human genome,C0017428,Gene or Genome,CONTAINS,base pairs,C0600436,Molecular Function,False,True
3579,gene therapy,C0017296,Therapeutic or Preventive Procedure,TREATS,patients,C0030705,Patient or Disabled Group,False,True
3581,restriction endonucleases,C0012906,"Amino Acid, Peptide, or Protein",AFFECTS,double-stranded dna,C0311474,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3581,restriction enzymes,C0012906,"Amino Acid, Peptide, or Protein",PRODUCES,dna segments,C0227622,Body Location or Region,False,True
3584,methylation,C0025723,Molecular Function,PREVENTS,cleavage,C0010813,Cell Function,False,True
3588,restriction enzymes,C0012906,"Amino Acid, Peptide, or Protein",PRODUCES,3′-hydroxyl group,,Chemical,False,True
3588,restriction enzymes,C0012906,"Amino Acid, Peptide, or Protein",PRODUCES,5′-phosphate group,C0031603,Inorganic Chemical,False,True
3588,restriction endonucleases,C0012906,"Amino Acid, Peptide, or Protein",PRODUCES,sticky ends,,DNA fragment,False,True
3588,restriction endonucleases,C0012906,"Amino Acid, Peptide, or Protein",PRODUCES,blunt-ended fragments,,DNA fragment,False,True
3590,restriction enzyme,C0012906,"Amino Acid, Peptide, or Protein",PRODUCES,dna fragments,C0684192,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3592,dna fragments,C0684192,"Nucleic Acid, Nucleoside, or Nucleotide",PRODUCES,recombinant dna molecule,C0012854,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3592,dna vector molecule,C0086022,"Nucleic Acid, Nucleoside, or Nucleotide",PRODUCES,recombinant dna molecule,C0012854,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3601,recombinant dna molecules,C0012931,"Nucleic Acid, Nucleoside, or Nucleotide",OCCURS_IN,host bacteria,C0004611,Bacterium,False,True
3601,gene,C0017337,Gene or Genome,CONTAINS,restriction site,C1882940,Nucleotide Sequence,False,True
3601,digestion,C0012238,Organism Function,PRODUCES,cleavage,C0010813,Cell Function,False,True
3604,mrna,C0035696,"Nucleic Acid, Nucleoside, or Nucleotide",PRODUCES,cdna,C0006556,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3604,plasmids,C0032136,"Nucleic Acid, Nucleoside, or Nucleotide",CONTAINS,bacterial promoter,C0004627,"Amino Acid, Peptide, or Protein",False,True
3604,cdna,C0006556,"Nucleic Acid, Nucleoside, or Nucleotide",PRODUCES,fusion protein,C0162768,"Amino Acid, Peptide, or Protein",False,True
3608,restriction enzymes,C0012906,"Amino Acid, Peptide, or Protein",PRODUCES,dna fragments,C0684192,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3610,probe,C0182400,Medical Device,INTERACTS_WITH,dna,C0012854,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3612,probes,C0182400,Medical Device,PHYSICALLY_RELATED_TO,dna,C0012854,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3614,biotin,C0005575,Organic Chemical,PHYSICALLY_RELATED_TO,avidin,C0004434,"Amino Acid, Peptide, or Protein",False,True
3614,avidin,C0004434,"Amino Acid, Peptide, or Protein",PHYSICALLY_RELATED_TO,fluorescent dye,C0016320,"Indicator, Reagent, or Diagnostic Aid",False,True
3634,αfetoprotein,C0015950,"Amino Acid, Peptide, or Protein",ASSOCIATED_WITH,neural tube defects,C0027794,Congenital Abnormality,False,True
3634,trisomies,C0041107,Cell or Molecular Dysfunction,PRODUCES,extra chromosome,C0008633,Cell Component,False,True
3640,point mutation,C0162735,Cell or Molecular Dysfunction,CAUSES,sequence alteration,C0596611,Genetic Function,False,True
3640,mutation,C0026882,Genetic Function,DISRUPTS,cleavage site,C0010813,Cell Function,False,True
3640,insertions,C0441587,Health Care Activity,CAUSES,genetic disorders,C0019247,Disease or Syndrome,False,True
3642,rflp,C0035268,Cell or Molecular Dysfunction,ASSOCIATED_WITH,gene,C0017337,Gene or Genome,False,True
3644,polymorphism,C0032529,Genetic Function,ASSOCIATED_WITH,mutant gene,C0678941,Gene or Genome,False,True
3644,pku,C0031485,Disease or Syndrome,MANIFESTATION_OF,fetus,C0015965,Embryonic Structure,False,True
3646,dietary restriction,C0425422,Health Care Activity,TREATS,pku,C0031485,Disease or Syndrome,False,True
3654,denaturing dna,C5447347,"Indicator, Reagent, or Diagnostic Aid",DISRUPTS,target dna,C0012854,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3658,dna pol,C0012888,"Amino Acid, Peptide, or Protein",PERFORMS,synthesis,C0220781,Biologic Function,False,True
3669,mutations,C0026882,Genetic Function,CAUSES,cystic fibrosis,C0010674,Disease or Syndrome,False,True
3672,gene expression,C0017262,Genetic Function,PRODUCES,protein products,C0033684,"Amino Acid, Peptide, or Protein",False,True
3673,hybridization,C0020202,Genetic Function,USES,probes,C0182400,Medical Device,False,True
3679,probe,C0182400,Medical Device,CONSISTS_OF,antibody,C0003241,"Amino Acid, Peptide, or Protein",False,True
3679,antibody,C0003241,"Amino Acid, Peptide, or Protein",CONNECTED_TO,enzyme,C0014442,"Amino Acid, Peptide, or Protein",False,True
3690,transgenic animals,C0003069,Animal,PRODUCES,human proteins,C1142652,"Amino Acid, Peptide, or Protein",False,True
3690,transgenic goats,C2350483,Mammal,PRODUCES,antithrombin,C0003438,"Amino Acid, Peptide, or Protein",False,True
3692,vector,C0086022,"Nucleic Acid, Nucleoside, or Nucleotide",CONTAINS,dna fragments,C0684192,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
3692,genomic library,C0017430,Gene or Genome,CONTAINS,dsdna,C1083374,Virus,False,True
3692,cdna libraries,,,CONTAINS,dna sequences,C0004793,Nucleotide Sequence,False,True
3692,insertion,C0021107,Therapeutic or Preventive Procedure,PRODUCES,transgenic animal,C0003069,Animal,False,True
3692,transgenic animal,C0003069,Animal,PRODUCES,therapeutic proteins,C0872285,Pharmacologic Substance,False,True
3726,coagulation,C0005778,Organ or Tissue Function,USES,vasoconstriction,C0042396,Organ or Tissue Function,False,True
3726,coagulation,C0005778,Organ or Tissue Function,USES,formation,C0220781,Biologic Function,False,True
3726,formation,C0220781,Biologic Function,PRODUCES,clot,C0009074,Organic Chemical,False,True
3726,clot,C0009074,Organic Chemical,CONSISTS_OF,platelets,C0005821,Cell,False,True
3726,clot,C0009074,Organic Chemical,CONSISTS_OF,protein fibrin,C0033684,"Amino Acid, Peptide, or Protein",False,True
3734,phosphatidylserine,C0031623,Organic Chemical,INDICATES,injury,C3263722,Injury or Poisoning,False,True
3736,sodium citrate,C0142825,Organic Chemical,PREVENTS,clotting,C0005778,Organ or Tissue Function,False,True
