paragraph_id,subject,subject_cui,subject_type,relation,object,object_cui,object_type,rule_valid,gemini_verdict
2280,intestinal peptides glucagonlike peptide-1,C0014361,"Amino Acid, Peptide, or Protein",CAUSES,sensitivity of β cells to glucose,C0017725,Organic Chemical,False,True
2280,small intestine,C0021852,"Body Part, Organ, or Organ Component",LOCATION_OF,glp-1,C0014361,"Amino Acid, Peptide, or Protein",False,True
2281,sulfonylureas,C0038766,Organic Chemical,CAUSES,insulin secretion,C1256369,Cell Function,False,True
2282,epinephrine,C0014563,Organic Chemical,CAUSES,glucose mobilization from liver,C0017725,Organic Chemical,False,True
2284,insulin,C0021641,"Amino Acid, Peptide, or Protein",CAUSES,glycogen storage,,"Amino Acid, Peptide, or Protein",False,True
2284,insulin,C0021641,"Amino Acid, Peptide, or Protein",DISRUPTS,mobilization of nutrients,,Therapeutic or Preventive Procedure,False,True
2285,insulin,C0021641,"Amino Acid, Peptide, or Protein",CAUSES,glycogen synthesis,,Molecular Function,False,True
2285,insulin,C0021641,"Amino Acid, Peptide, or Protein",CAUSES,glucose uptake,,Cell Function,False,True
2286,insulin,C0021641,"Amino Acid, Peptide, or Protein",CAUSES,blood glucose level,C0005802,Organic Chemical,False,True
2286,insulin,C0021641,"Amino Acid, Peptide, or Protein",PREVENTS,glycogenolysis,C0596624,Molecular Function,False,True
2286,insulin,C0021641,"Amino Acid, Peptide, or Protein",PREVENTS,gluconeogenesis,C0017715,Molecular Function,False,True
2286,insulin,C0021641,"Amino Acid, Peptide, or Protein",PREVENTS,fa release from adipose tissue,C0015625,Disease or Syndrome,False,True
2286,insulin,C0021641,"Amino Acid, Peptide, or Protein",CAUSES,dephosphorylation of hormone-sensitive lipase,,Molecular Function,False,True
2286,insulin,C0021641,"Amino Acid, Peptide, or Protein",CAUSES,protein synthesis,C0597295,Molecular Function,False,True
2288,insulin,C0021641,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,high-affinity receptors,C1149311,Molecular Function,False,True
2292,insulin,C0021641,"Amino Acid, Peptide, or Protein",CAUSES,conformational changes,C0301641,Molecular Function,False,True
2292,phosphorylated irs proteins,C1158886,Molecular Function,INTERACTS_WITH,signaling molecules,C1519315,Biologically Active Substance,False,True
2296,insulin,C0021641,"Amino Acid, Peptide, or Protein",CAUSES,internalization,C0871786,Mental Process,False,True
2296,insulin,C0021641,"Amino Acid, Peptide, or Protein",OCCURS_IN,lysosomes,C0024369,Cell Component,False,True
2299,glucagon,C0017687,"Amino Acid, Peptide, or Protein",CAUSES,hepatic glycogenolysis,C0596624,Molecular Function,False,True
2299,glucagon,C0017687,"Amino Acid, Peptide, or Protein",CAUSES,gluconeogenesis,C0017715,Molecular Function,False,True
2303,low blood glucose,C0005802,Organic Chemical,AFFECTS,glucagon release,C0030685,Health Care Activity,False,True
2303,glucagon,C0017687,"Amino Acid, Peptide, or Protein",PREVENTS,hypoglycemia,C0020615,Disease or Syndrome,False,True
2305,amino acids,C0002520,"Amino Acid, Peptide, or Protein",AFFECTS,glucagon release,C0030685,Health Care Activity,False,True
2307,catecholamines,C0007412,Pharmacologic Substance,CAUSES,glucagon,C0017687,"Amino Acid, Peptide, or Protein",False,True
2307,epinephrine,C0014563,Organic Chemical,CAUSES,glucagon,C0017687,"Amino Acid, Peptide, or Protein",False,True
2307,norepinephrine,C0028351,Organic Chemical,CAUSES,glucagon,C0017687,"Amino Acid, Peptide, or Protein",False,True
2309,glucose,C0017725,Organic Chemical,CAUSES,insulin,C0021641,"Amino Acid, Peptide, or Protein",False,True
2309,glucose,C0017725,Organic Chemical,CAUSES,glucagon,C0017687,"Amino Acid, Peptide, or Protein",False,True
2311,glucagon,C0017687,"Amino Acid, Peptide, or Protein",AFFECTS,blood glucose,C0005802,Organic Chemical,False,True
2311,glucagon,C0017687,"Amino Acid, Peptide, or Protein",AFFECTS,liver,C0023884,"Body Part, Organ, or Organ Component",False,True
2313,glucagon,C0017687,"Amino Acid, Peptide, or Protein",CAUSES,blood glucose,C0005802,Organic Chemical,False,True
2313,glucagon,C0017687,"Amino Acid, Peptide, or Protein",CAUSES,hepatic gluconeogenesis,C0017715,Molecular Function,False,True
2315,glucagon,C0017687,"Amino Acid, Peptide, or Protein",DISRUPTS,fa synthesis,C0220781,Biologic Function,False,True
2315,catecholamines,C0007412,Pharmacologic Substance,AFFECTS,hormone-sensitive lipase,C0008385,Biologically Active Substance,False,True
2321,hypoglycemia,C0020615,Disease or Syndrome,IS_A,medical emergency,C0013962,Medical Device,False,True
2332,glucagon,C0017687,"Amino Acid, Peptide, or Protein",TREATS,hypoglycemia,C0020615,Disease or Syndrome,False,True
2336,inborn errors,C0025521,Disease or Syndrome,CAUSES,fasting hypoglycemia,C0020615,Disease or Syndrome,False,True
2337,alcohol (ethanol,C0001962,Organic Chemical,OCCURS_IN,liver,C0023884,"Body Part, Organ, or Organ Component",False,True
2337,zinc-containing alcohol dehydrogenase,C0001942,"Amino Acid, Peptide, or Protein",PRODUCES,acetaldehyde,C0000966,Organic Chemical,False,True
2337,aldehyde dehydrogenase,C0001985,"Amino Acid, Peptide, or Protein",PRODUCES,acetate,C0000975,Organic Chemical,False,True
2337,disulfiram,C0012772,Organic Chemical,DISRUPTS,aldh,C0684287,"Amino Acid, Peptide, or Protein",False,True
2337,acetaldehyde,C0000966,Organic Chemical,CAUSES,flushing,C0016382,Sign or Symptom,False,True
2337,alcohol consumption,C0001948,Individual Behavior,CAUSES,hypoglycemia,C0020615,Disease or Syndrome,False,True
2341,glucagon,C0017687,"Amino Acid, Peptide, or Protein",CAUSES,glycogenolysis,C0596624,Molecular Function,False,True
2341,glucagon,C0017687,"Amino Acid, Peptide, or Protein",CAUSES,fatty acid oxidation,C1158366,Molecular Function,False,True
2341,glucagon,C0017687,"Amino Acid, Peptide, or Protein",CAUSES,ketogenesis,C0599816,Molecular Function,False,True
2341,glucagon,C0017687,"Amino Acid, Peptide, or Protein",CAUSES,amino acid uptake,C1326356,Cell Function,False,True
2342,glucose,C0017725,Organic Chemical,TREATS,hypoglycemia,C0020615,Disease or Syndrome,False,True
2342,hypoglycemia,C0020615,Disease or Syndrome,CAUSES,glucagon,C0017687,"Amino Acid, Peptide, or Protein",False,True
2342,hypoglycemia,C0020615,Disease or Syndrome,CAUSES,epinephrine,C0014563,Organic Chemical,False,True
2342,nadh,C0027289,"Nucleic Acid, Nucleoside, or Nucleotide",DISRUPTS,gluconeogenesis,C0017715,Molecular Function,False,True
2357,insulin,C0021641,"Amino Acid, Peptide, or Protein",AFFECTS,glut-4,C1505031,"Amino Acid, Peptide, or Protein",False,True
2363,acetyl coenzyme a,C0001026,"Nucleic Acid, Nucleoside, or Nucleotide",INGREDIENT_OF,fatty acid synthesis,C0596562,Molecular Function,False,True
2364,dehydrogenases,C0030016,"Amino Acid, Peptide, or Protein",PERFORMS,oxidation,C0030011,Molecular Function,False,True
2364,nad+,C2611154,Molecular Function,PRODUCES,nadh,C0027289,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
2372,glucagonoma,C0017689,Neoplastic Process,CAUSES,hyperglycemia,C0020456,Disease or Syndrome,False,True
2372,proteolysis,C0597304,Molecular Function,PRODUCES,amino acids,C0002520,"Amino Acid, Peptide, or Protein",False,True
2374,tissues,C0040300,Tissue,USES,glucose,C0017725,Organic Chemical,False,True
2386,liver,C0023884,"Body Part, Organ, or Organ Component",USES,glucose,C0017725,Organic Chemical,False,True
2398,malic enzyme,C0065558,"Amino Acid, Peptide, or Protein",PRODUCES,nadph,C0027303,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
2399,glycolysis,C0017952,Molecular Function,PRODUCES,glycerol 3-phosphate,C0051369,Organic Chemical,False,True
2408,glycerol 3-phosphate,C0017861,Organic Chemical,INGREDIENT_OF,tag synthesis,C0220781,Biologic Function,False,True
2409,pentose phosphate pathway activity,C0030892,Molecular Function,PRODUCES,nadph,C0027303,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
2424,brain,C0006104,"Body Part, Organ, or Organ Component",USES,glucose,C0017725,Organic Chemical,False,True
2434,glucose-6-phosphatase,C0017755,"Amino Acid, Peptide, or Protein",PRODUCES,free glucose,C0017725,Organic Chemical,False,True
2435,glucagon,C0017687,"Amino Acid, Peptide, or Protein",CAUSES,pepck,C0031644,"Amino Acid, Peptide, or Protein",False,True
2436,fa oxidation,C1158366,Molecular Function,OCCURS_IN,hepatic tissue,C0736268,"Body Part, Organ, or Organ Component",False,True
2436,fa oxidation,C1158366,Molecular Function,PRODUCES,nadh,C0027289,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
2438,ketogenesis,C0599816,Molecular Function,PRODUCES,coa,C0009226,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
2445,liver,C0023884,"Body Part, Organ, or Organ Component",USES,glycerol,C0017861,Organic Chemical,False,True
2445,glycerol 3-phosphate,C0051369,Organic Chemical,PRODUCES,tag,C0037293,Neoplastic Process,False,True
2448,ampk,C1150553,Molecular Function,AFFECTS,acc,C0175754,Congenital Abnormality,False,True
2455,hepatic gluconeogenesis,C0017715,Molecular Function,PRODUCES,blood glucose,C0005802,Biomedical or Dental Material,False,True
2457,renal glutaminase,C3849518,"Amino Acid, Peptide, or Protein",PRODUCES,α‑ketoglutarate,C1291208,Organic Chemical,False,True
2457,gluconeogenesis,C0017715,Molecular Function,USES,α‑ketoglutarate,C1291208,Organic Chemical,False,True
2457,ammonium,C0002611,Inorganic Chemical,LOCATION_OF,urine,C0042036,Body Substance,False,True
2469,insulin,C0021641,"Amino Acid, Peptide, or Protein",AFFECTS,glucose,C0017725,Organic Chemical,False,True
2471,oxidation,C0030011,Molecular Function,PROCESS_OF,acetyl coenzyme a,C0001026,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
2472,synthesis,C0220781,Biologic Function,PROCESS_OF,glucokinase,C0017713,"Amino Acid, Peptide, or Protein",False,True
2473,"2,6-bisphosphate",C0031603,Inorganic Chemical,AFFECTS,phosphofructokinase-1,C0031651,"Amino Acid, Peptide, or Protein",False,True
2481,protein kinase a,C0010531,"Amino Acid, Peptide, or Protein",AFFECTS,hormone-sensitive lipase,C0008385,"Amino Acid, Peptide, or Protein",False,True
2489,pyruvate,C0034354,Organic Chemical,PART_OF,energy metabolism,C0014272,Physiologic Function,False,True
2491,pyruvate carboxylase,C0034340,"Amino Acid, Peptide, or Protein",PART_OF,gluconeogenesis,C0017715,Molecular Function,False,True
2491,fatty acid oxidation,C1158366,Molecular Function,PRODUCES,acetyl coenzyme a,C0001026,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
2494,diabetes mellitus,C0011849,Disease or Syndrome,CAUSES,adult blindness,C0456909,Disease or Syndrome,False,True
2494,diabetes mellitus,C0011849,Disease or Syndrome,CAUSES,amputation,C0002688,Therapeutic or Preventive Procedure,False,True
2494,diabetes mellitus,C0011849,Disease or Syndrome,CAUSES,renal failure,C0035078,Disease or Syndrome,False,True
2494,diabetes mellitus,C0011849,Disease or Syndrome,CAUSES,nerve damage,C0161479,Injury or Poisoning,False,True
2494,diabetes mellitus,C0011849,Disease or Syndrome,CAUSES,heart attacks,C0027051,Disease or Syndrome,False,True
2494,diabetes mellitus,C0011849,Disease or Syndrome,CAUSES,strokes,C0038454,Disease or Syndrome,False,True
2496,islets,C0022131,"Body Part, Organ, or Organ Component",CONTAINS,activated t lymphocytes,C1515879,Cell,False,True
2496,t1d,C0011854,Disease or Syndrome,PART_OF,diabetes,C0011847,Disease or Syndrome,False,True
2501,metabolic abnormalities,C0000768,Congenital Abnormality,PART_OF,t1d,C0011854,Disease or Syndrome,False,True
2503,mobilization,C0185112,Therapeutic or Preventive Procedure,CAUSES,ketonemia,C0235430,Disease or Syndrome,False,True
2503,short-acting insulin,C0356365,"Amino Acid, Peptide, or Protein",TREATS,hyperglycemia,C0020456,Disease or Syndrome,False,True
2503,short-acting insulin,C0356365,"Amino Acid, Peptide, or Protein",TREATS,dka,C0011880,Disease or Syndrome,False,True
2505,fa,C0015625,Disease or Syndrome,PRODUCES,tag,C0037293,Neoplastic Process,False,True
2507,standard treatment,C4684780,Health Care Activity,USES,daily injections,C1533685,Therapeutic or Preventive Procedure,False,True
2507,intensive therapy,C0585941,Therapeutic or Preventive Procedure,USES,monitoring,C0150369,Health Care Activity,False,True
2507,intensive therapy,C0585941,Therapeutic or Preventive Procedure,USES,injections,C0021485,Therapeutic or Preventive Procedure,False,True
2508,excess insulin,C0020488,Disease or Syndrome,CAUSES,hypoglycemia,C0020615,Disease or Syndrome,False,True
2508,epinephrine secretion,C0036536,Biologic Function,PREVENTS,hypoglycemia,C0020615,Disease or Syndrome,False,True
2511,t2d,C0011860,Disease or Syndrome,IS_A,disease,C0012634,Disease or Syndrome,False,True
2511,t2d,C0011860,Disease or Syndrome,IS_A,diabetes,C0011847,Disease or Syndrome,False,True
2511,screening tests,C0871311,Health Care Activity,DIAGNOSES,disease,C0012634,Disease or Syndrome,False,True
2512,insulin,C0021641,"Amino Acid, Peptide, or Protein",TREATS,hyperglycemia,C0020456,Disease or Syndrome,False,True
2512,insulin secretion,C1256369,Cell Function,PREVENTS,ketogenesis,C0599816,Molecular Function,False,True
2512,insulin,C0021641,"Amino Acid, Peptide, or Protein",PREVENTS,glucagon,C0017687,"Amino Acid, Peptide, or Protein",False,True
2516,obesity,C0028754,Disease or Syndrome,CAUSES,insulin resistance,C0021655,Pathologic Function,False,True
2520,insulin resistance,C0021655,Pathologic Function,CAUSES,lipolysis,C0023796,Organism Function,False,True
2520,insulin resistance,C0021655,Pathologic Function,CAUSES,ffa,C0015688,Organic Chemical,False,True
2520,ffa,C0015688,Organic Chemical,CAUSES,proinflammatory effect,C1516019,Physiologic Function,False,True
2520,ffa,C0015688,Organic Chemical,DISRUPTS,insulin signaling,C0037083,Cell Function,False,True
2526,insulin,C0021641,"Amino Acid, Peptide, or Protein",PREVENTS,ketogenesis,C0599816,Molecular Function,False,True
2528,ffa,C0015688,Organic Chemical,PRODUCES,tag,C0037293,Neoplastic Process,False,True
2534,diabetes,C0011847,Disease or Syndrome,CAUSES,blindness,C0456909,Disease or Syndrome,False,True
2534,diabetes,C0011847,Disease or Syndrome,CAUSES,amputation,C0002688,Therapeutic or Preventive Procedure,False,True
2534,diabetes,C0011847,Disease or Syndrome,CAUSES,renal failure,C0035078,Disease or Syndrome,False,True
2534,diabetes,C0011847,Disease or Syndrome,CAUSES,nerve damage,C0161479,Injury or Poisoning,False,True
2534,diabetes,C0011847,Disease or Syndrome,CAUSES,heart attacks,C0027051,Disease or Syndrome,False,True
2534,diabetes,C0011847,Disease or Syndrome,CAUSES,stroke,C0038454,Disease or Syndrome,False,True
2546,β-oxidation,C0030011,Molecular Function,PRODUCES,acetyl coenzyme a,C0001026,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
2554,hyperglycemia,C0020456,Disease or Syndrome,CAUSES,hemoglobin a1c,C0019018,"Amino Acid, Peptide, or Protein",False,True
2554,c-peptide,C0006558,"Amino Acid, Peptide, or Protein",INDICATES,insulin synthesis,C3823709,Molecular Function,False,True
2568,bmi,C0005893,Diagnostic Procedure,MEASURES,relative weight,C0080103,Family Group,False,True
2614,orlistat,C0076275,Organic Chemical,DISRUPTS,absorption,C2347023,Organism Function,False,True
2614,liraglutide,C1456408,"Amino Acid, Peptide, or Protein",DISRUPTS,appetite,C0232462,Sign or Symptom,False,True
2618,obesity,C0028754,Disease or Syndrome,ASSOCIATED_WITH,death,C0011065,Organism Function,False,True
2622,patient,C0030705,Patient or Disabled Group,DIAGNOSES,obese,C0028754,Disease or Syndrome,False,True
2656,muscular activity,C0231484,Organ or Tissue Function,AFFECTS,tee,C1710361,Medical Device,False,True
2658,digestion,C0012238,Organism Function,PRODUCES,heat,C0014948,Physiologic Function,False,True
2658,absorption,C2347023,Organism Function,PRODUCES,heat,C0014948,Physiologic Function,False,True
2662,fat,C0001527,Tissue,AFFECTS,coronary heart disease,C0280604,Therapeutic or Preventive Procedure,False,True
2667,elevated plasma triacylglycerol,C0041004,Organic Chemical,ASSOCIATED_WITH,chd,C0280604,Therapeutic or Preventive Procedure,False,True
2668,statin drugs,C0360714,Organic Chemical,AFFECTS,cholesterol,C0008377,Organic Chemical,False,True
2673,monounsaturated fats,C0015678,Organic Chemical,AFFECTS,lipoprotein levels,C0023820,"Amino Acid, Peptide, or Protein",False,True
2690,digestion,C0012238,Organism Function,PRODUCES,maltose,C0024658,Organic Chemical,False,True
2694,bacteria,C0004611,Bacterium,PRODUCES,short-chain fatty acids,C0015691,Organic Chemical,False,True
2700,sucrose,C0038636,Organic Chemical,ASSOCIATED_WITH,dental caries,C0011334,Disease or Syndrome,False,True
2706,proteins,C0033684,"Amino Acid, Peptide, or Protein",CONTAINS,essential amino acids,C0243046,"Amino Acid, Peptide, or Protein",False,True
2720,pem,C1417490,Gene or Genome,IS_A,malnutrition,C0162429,Disease or Syndrome,False,True
2720,kwashiorkor,C0022806,Disease or Syndrome,IS_A,pem,C1417490,Gene or Genome,False,True
2720,marasmus,C0086588,Disease or Syndrome,IS_A,pem,C1417490,Gene or Genome,False,True
2722,milk,C0026131,Body Substance,CONTAINS,phosphate,C0031603,Inorganic Chemical,False,True
2727,grains,C0086369,Plant,PART_OF,plate,C0005971,Medical Device,False,True
2727,protein,C0033684,"Amino Acid, Peptide, or Protein",PART_OF,plate,C0005971,Medical Device,False,True
2727,dairy,C3687582,Organism Attribute,PART_OF,plate,C0005971,Medical Device,False,True
2733,medical nutrition therapy,C1257928,Health Care Activity,RESULT_OF,assessment,C0031809,Health Care Activity,False,True
2743,microbiota,C1000792,Plant,IS_A,microbiome,C1956108,Organism,False,True
2743,gut microbiome,C2985398,Organism,AFFECTS,host,C1167395,Organism,False,True
2753,folic acid,C0016410,Organic Chemical,PREVENTS,neural tube defects,C0027794,Congenital Abnormality,False,True
2755,achlorhydria,C0001075,Pathologic Function,CAUSES,absorption,C2347023,Organism Function,False,True
2756,monoamine oxidase inhibitors,C0026457,Organic Chemical,TREATS,depression,C0011570,Mental or Behavioral Dysfunction,False,True
2759,ω-3 polyunsaturated fats,C0015678,Organic Chemical,PREVENTS,cardiac arrhythmias,C0003811,Disease or Syndrome,False,True
2759,ω-3 polyunsaturated fats,C0015678,Organic Chemical,PREVENTS,thrombosis,C0040053,Pathologic Function,False,True
2768,coconut oil,C0056060,Organic Chemical,CONTAINS,monounsaturated fats,C0015678,Organic Chemical,False,True
2768,olive oil,C0069449,Organic Chemical,CONTAINS,saturated fats,C0069449,Organic Chemical,False,True
2771,plants,C0032098,Plant,CONTAINS,triacylglycerols,C0041004,Organic Chemical,False,True
2771,triacylglycerols,C0041004,Organic Chemical,CONTAINS,unsaturated fatty acids,C0015690,Organic Chemical,False,True
2772,coconut oil,C0056060,Organic Chemical,CONTAINS,saturated fats,C0015684,Organic Chemical,False,True
2772,olive oil,C0069449,Organic Chemical,CONTAINS,monounsaturated fats,C0015678,Organic Chemical,False,True
2772,trans fatty acids,,Organic Chemical,CAUSES,low-density lipoprotein cholesterol,C0023824,Organic Chemical,False,True
2772,animals,C0003062,Animal,CONTAINS,triacylglycerols,C0041004,Organic Chemical,False,True
